Row	Col	ControlType	ProbeName	SystematicName	logFC	t	P.Value	adj.P.Val	B
6651	82	9	0	A_07_P055764	ECs2918	0.0973198415996415	0.563795779494228	0.589263542317947	0.670692654750732	-7.57157286828769
2893	36	23	0	A_07_P061921	ECs1156	0.0881205611243281	0.563543944707379	0.589426529991038	0.670725358970049	-7.57172685233631
4702	58	28	0	A_07_P061287	ECs4966	-0.0776098666521485	-0.563532560186949	0.589433898655689	0.670725358970049	-7.57173381189267
6522	80	44	0	A_07_P039170	c_4754	-0.287849927997192	-0.563244534360368	0.589620341319176	0.670856921678706	-7.57190984412752
15372	188	38	0	A_07_P010842	b0031	-0.203149700122507	-0.563052622189088	0.589744586682312	0.670917694577811	-7.57202708883295
5878	72	56	0	A_07_P041460	c_0237	0.0754549430810812	0.561972651853008	0.590444039539686	0.671632753995426	-7.57268618907551
9814	120	56	0	A_07_P015139	b1956	-0.104037097987277	-0.561795240999667	0.590558985492518	0.671682842289281	-7.57279435073449
15529	190	31	0	A_07_P037339	c_5451	0.0768390978745567	0.561067003669936	0.591030946926763	0.672138927757269	-7.57323800444917
13932	170	74	0	A_07_P016830	b0614	-0.123482429855075	-0.560649977057002	0.591301311057997	0.672365668468349	-7.57349182534781
1321	17	9	0	A_07_P048446	Z2445	-0.148011192489709	-0.559065078730259	0.592329449400581	0.673453912462166	-7.57445488094227
866	11	46	0	A_07_P018731	b1737	-0.0935206253565881	-0.558932232826536	0.592415672825639	0.673471105737453	-7.57453549014785
6052	74	66	0	A_07_P045168	Z3278	0.0723785577340956	0.558286858138456	0.592834651317369	0.673866532734684	-7.57492684442503
13871	170	13	0	A_07_P060667	ECs1518	0.13486751620097	0.557953119312628	0.593051379634716	0.674031997588197	-7.57512905991335
8170	100	52	0	A_07_P014645	b1333	0.159653857514664	0.557569987751542	0.593300237473933	0.674233935135344	-7.57536106567884
1639	20	81	0	A_07_P014647	b1334	0.180176846876267	0.557373195239419	0.59342808382913	0.6742934141791	-7.57548017657949
7171	88	37	0	A_07_P035791	c_0141	0.28850691477324	0.557270273730958	0.593494952915029	0.6742934141791	-7.57554245557237
792	10	54	0	A_07_P007930	b0243	-0.0694081047562999	-0.556754473120398	0.593830136333375	0.674531197532602	-7.57585441294753
12575	154	29	0	A_07_P058593	ECs1943	0.195361359879681	0.556729034608123	0.593846669787201	0.674531197532602	-7.57586979133418
9050	111	30	0	A_07_P043403	Z0311	0.257319469116085	0.556090787413433	0.594261574199804	0.674921538467691	-7.57625542018397
10755	132	13	0	A_07_P003500	b2147	0.0980626457308899	0.554574682608114	0.595247788463177	0.67596056256123	-7.57716981679993
6122	75	54	0	A_07_P052263	Z5413	0.120149784983736	0.553176774605411	0.596157916624735	0.676881129749443	-7.57801088779151
15639	191	59	0	A_07_P012796	b3266	0.155605918160907	0.553110080009213	0.596201358266427	0.676881129749443	-7.57805096662904
7938	97	66	0	A_07_P053610	ECs0282	0.134844303980776	0.551636061177035	0.597161908077116	0.677890411470091	-7.57893561248886
9912	121	72	0	A_07_P049806	Z5135	0.204871918497965	0.5513693415475	0.597335807839004	0.678006563433319	-7.57909545410615
927	12	25	0	A_07_P003576	b2163	0.084234807268531	0.551022673028966	0.597561875460966	0.678181893645611	-7.57930310149288
2868	35	80	0	A_07_P012418	b3188	0.105356636678376	0.55042630276108	0.597950887270079	0.67854208748319	-7.5796600332545
7431	91	51	0	A_07_P021396	b0458	-0.0763135101483771	-0.549993581344937	0.59823323814342	0.678781172938964	-7.57991879679163
3696	46	6	0	A_07_P039303	c_4811	0.27706887926523	0.549588708845414	0.598497483860499	0.678999660693095	-7.58016073688085
1215	15	67	0	A_07_P044346	Z6079	0.147372361747649	0.549310693882057	0.598678971313464	0.679124217518698	-7.58032677536396
7386	91	6	0	A_07_P057572	ECs4592	-0.100397626123044	-0.549147471699219	0.598785536398907	0.67912512146297	-7.58042422019405
11987	147	15	0	A_07_P037512	c_4987	0.124372107224249	0.549089841748707	0.598823164533227	0.67912512146297	-7.58045861930925
5708	70	50	0	A_07_P033134	c_3585	0.0926304205210959	0.546073330106934	0.600794534035394	0.681279280065037	-7.58225451083223
10821	132	79	0	A_07_P032646	c_3365	0.13217082408208	0.545652037443251	0.601070141938655	0.681510220785605	-7.58250460180347
4228	52	46	0	A_07_P011801	b2931	0.0717260015064571	0.545533496144937	0.601147703609418	0.681516582715548	-7.58257493904821
6659	82	17	0	A_07_P032163	c_2644	-0.10191149014832	-0.54461984170507	0.601745691823316	0.682112876130977	-7.58311658795692
9063	111	43	0	A_07_P042971	Z3924	0.0656724431748534	0.544009140503535	0.602145577562596	0.682484493319721	-7.58347816686708
13725	168	31	0	A_07_P057700	ECs4666	0.155802319946534	0.54324491786871	0.602646192770395	0.682970176827134	-7.58393011322323
10055	123	51	0	A_07_P053303	ECs3236	0.0887525560750074	0.542979888002107	0.602819857383355	0.683085260095123	-7.58408670954472
12583	154	37	0	A_07_P032907	c_3508	-0.112857450171816	-0.541899374450266	0.603528161210152	0.683793540387987	-7.58472441362579
1647	21	7	0	A_07_P053506	ECs3483	0.0688078823144977	0.541806149317636	0.603589293832766	0.683793540387987	-7.58477937875188
1667	21	27	0	A_07_P052896	ECs2982	0.21159107235973	0.541670281213351	0.603678395722917	0.683812696040119	-7.58485947032253
1200	15	52	0	A_07_P009199	b1421	-0.096190541430955	-0.541306895350028	0.603916738196485	0.684000878177342	-7.58507358782937
718	9	62	0	A_07_P012186	b3011	-0.084956338221099	-0.541068285155935	0.604073268908511	0.684096365746224	-7.58521411159182
15042	184	36	0	A_07_P003195	b2084	0.165155843445465	0.540298730690576	0.604578254562126	0.684462664530351	-7.58566693171787
1775	22	53	0	A_07_P003146	b2074	0.0791276613045329	0.540283439791521	0.604588290850822	0.684462664530351	-7.58567592312442
14081	172	59	0	A_07_P003229	b2093	0.141828616502776	0.540245025944303	0.604613504447366	0.684462664530351	-7.58569851032691
1159	15	11	0	A_07_P033015	c_3561	0.0765279101061257	0.540074689641896	0.604725314515346	0.684507430579512	-7.58579864954839
12763	156	53	0	A_07_P002932	b0195	0.0857650713296296	0.539694110996323	0.604975169810104	0.684708424954153	-7.5860222828176
12043	147	71	0	A_07_P038745	c_1647	0.118762630695361	0.538423859934819	0.605809512729641	0.685570812971942	-7.58676764360333
2954	37	2	0	A_07_P013474	b2483	-0.0960325287643237	-0.537313295296637	0.60653947848855	0.686258871003671	-7.58741797084787
7200	88	66	0	A_07_P012632	b3232	-0.0741521215086468	-0.537267308644976	0.606569715420504	0.686258871003671	-7.58744487301696
66	1	66	0	A_07_P030537	c_3224	-0.114635810015889	-0.537168214616903	0.606634874040724	0.686258871003671	-7.58750283572731
90	2	8	0	A_07_P044075	Z2504	0.151143494385239	0.537036857472163	0.606721252891172	0.6862746247176	-7.58757965472263
1733	22	11	0	A_07_P009140	b1409	0.0675454283100151	0.536841031647175	0.606850037898462	0.686284527788335	-7.58769414335198
551	7	59	0	A_07_P031442	c_2398	0.0989865628313965	0.536799472615684	0.606877371128202	0.686284527788335	-7.58771843566568
10829	133	5	0	A_07_P031020	c_0454	0.0736284950969766	0.536693046769972	0.606947370067872	0.686284527788335	-7.58778063634437
3124	39	8	0	A_07_P013962	b2335	-0.116955149522591	-0.536544005670641	0.607045405456875	0.686313449568813	-7.58786772434403
11371	139	55	0	A_07_P049749	Z5122	-0.097367922420782	-0.533090541025707	0.609319397587738	0.688802164214233	-7.58987938250961
6578	81	18	0	A_07_P044345	Z6078	0.255988109487662	0.53255364762698	0.609673335406944	0.689120027801262	-7.59019104364129
1912	24	26	0	A_07_P021345	b0446	0.0930758889685816	0.532197260952252	0.609908338260288	0.689303398162683	-7.59039776164304
249	4	3	0	A_07_P030911	c_0409	0.157066643951482	0.531146777738813	0.61060131428799	0.690004253034579	-7.59100633559403
601	8	27	0	A_07_P044352	Z6080	-0.126913921544903	-0.530769276790296	0.61085044485814	0.690203437158094	-7.59122475986457
7985	98	31	0	A_07_P063648	ECs4830	0.0684043667986919	0.530065740316822	0.611314886985887	0.690608330720984	-7.59163144569031
13970	171	30	0	A_07_P000591	b3176	0.0855618103858286	0.530005583287022	0.611354608646057	0.690608330720984	-7.59166619679212
13975	171	35	0	A_07_P047090	Z5445	0.120667042695273	0.529463502582113	0.611712606662315	0.690922325764907	-7.59197917716004
108	2	26	0	A_07_P040521	c_1246	0.0714396444782932	0.529363810245567	0.611778457156912	0.690922325764907	-7.59203670402191
9358	115	10	0	A_07_P047610	Z2048	0.240434422356327	0.528725652472341	0.612200073974531	0.691252758338483	-7.59240471091153
10595	130	17	0	A_07_P032221	c_2669	0.0799022676551602	0.528700043688707	0.612216996378962	0.691252758338483	-7.59241947014651
6791	83	67	0	A_07_P001081	b2259	-0.105945002783635	-0.52672531934943	0.613522656519037	0.692514543410205	-7.59355557337029
9595	118	1	0	A_07_P046451	Z0965	0.0910705867139151	0.52668505318805	0.613549295397176	0.692514543410205	-7.59357869831944
5383	66	53	0	A_07_P015189	b1966	0.0990303540053164	0.526678171759599	0.61355384800448	0.692514543410205	-7.59358265017533
3572	44	46	0	A_07_P058220	ECs1768	0.211416429480372	0.52564226062842	0.614239390379564	0.693205707813086	-7.59417700445487
13162	161	42	0	A_07_P009458	b1473	-0.0889946596401858	-0.525405742255499	0.614395970074221	0.693248301472069	-7.59431255447524
1770	22	48	0	A_07_P055869	ECs3488	0.0720171373094105	0.525364145024449	0.614423510436868	0.693248301472069	-7.59433638822255
6427	79	31	0	A_07_P048351	Z2386	0.160526491988874	0.523730258628325	0.615505780776685	0.694386702658023	-7.59527116013061
9408	115	60	0	A_07_P012331	b3040	-0.0673336261763147	-0.523303585575911	0.615788571648758	0.69462300234096	-7.59551482073631
10600	130	22	0	A_07_P048618	Z5648	0.143394276538117	0.523044829969345	0.615960103618751	0.694733758213481	-7.59566249861727
417	6	7	0	A_07_P004442	b0798	0.106160087229382	0.522128789752678	0.616567560745513	0.695234691819069	-7.59618475835049
5733	70	75	0	A_07_P031275	c_0649	0.0816819012517142	0.522102691994313	0.616584871704104	0.695234691819069	-7.59619962492701
2381	30	3	0	A_07_P044296	Z6068	-0.0845481902207453	-0.522043048757334	0.616624434752111	0.695234691819069	-7.59623359807592
8707	107	15	0	A_07_P043837	Z0503	-0.0914729989863913	-0.521633550686358	0.616896102774238	0.69545821060195	-7.59646675317558
6222	76	72	0	A_07_P031577	c_2428	0.125815708196357	0.520953814300765	0.617347191563736	0.695883922229169	-7.59685339757903
8597	105	69	0	A_07_P061712	ECs5261	0.084438325506186	0.520462638967979	0.617673255594355	0.696168619346707	-7.59713249364934
10809	132	67	0	A_07_P063390	ECs3351	-0.0999157049596417	-0.519964938779588	0.618003744086853	0.696458234859092	-7.59741504739642
6496	80	18	0	A_07_P045128	Z3251	-0.0658879373753128	-0.519701416854559	0.618178768762654	0.696572602631437	-7.5975645518781
6311	77	79	0	A_07_P021326	b0443	-0.0884428026921669	-0.518516998436942	0.618965753416326	0.697376426354162	-7.59823563951404
11000	135	12	0	A_07_P007436	b3500	0.0791989265149381	0.51826351469519	0.619134248941309	0.697483302327793	-7.59837907739947
2420	30	42	0	A_07_P047446	Z5892	0.0741781860986467	0.518083076368809	0.619254204523221	0.697535476899031	-7.59848114156411
3907	48	53	0	A_07_P062125	ECs1200	0.0686304681282992	0.516500472856453	0.620306846188043	0.698638103102634	-7.59937491615082
4657	57	65	0	A_07_P017626	b4389	0.0672669986030451	0.516057659518211	0.620601544591073	0.69888691360916	-7.59962453874044
6917	85	29	0	A_07_P031958	c_2530	0.106218694494971	0.513814136148456	0.622095771948273	0.700486347110562	-7.60088619076595
14051	172	29	0	A_07_P010876	b0038	0.126346370930104	0.513473970802844	0.622322493052065	0.700658344727108	-7.60107703643361
15330	187	78	0	A_07_P044530	Z2967	0.0927206481071333	0.513267843923719	0.622459898252986	0.700729754724541	-7.60119262410059
7012	86	42	0	A_07_P061362	ECs4981	0.0672583179993006	0.512445480125132	0.623008248362884	0.701158037966942	-7.60165334193238
8264	101	64	0	A_07_P006789	b1167	0.0936981109167287	0.51238124383917	0.623051091612212	0.701158037966942	-7.60168930040701
8088	99	52	0	A_07_P061601	ECs5182	0.0712124342552195	0.51236426500815	0.623062416128352	0.701158037966942	-7.60169880419034
5208	64	42	0	A_07_P043837	Z0503	-0.0952899472869655	-0.512130296178532	0.623218479299389	0.70116333414916	-7.60182973671608
14282	175	14	0	A_07_P041021	c_1448	-0.0794106604428784	-0.512106175906571	0.623234569299379	0.70116333414916	-7.60184323161685
7691	94	65	0	A_07_P016130	b1890	0.164595957348945	0.512024286863112	0.623289196952695	0.70116333414916	-7.6018890427853
6401	79	5	0	A_07_P058177	ECs1759	0.0700548388051074	0.511886706287328	0.623380981712898	0.701183310626359	-7.60196599407125
9930	122	8	0	A_07_P049011	ABH-0244151	-0.184586501241167	-0.511199332326472	0.623839658616108	0.701615916220823	-7.60235016573418
14600	179	4	0	A_07_P039288	c_4793	0.141263067529501	0.510524489130281	0.624290145553633	0.701931428663748	-7.60272686548063
6028	74	42	0	A_07_P040238	c_1176	-0.0724980214042319	-0.510477793303635	0.624321323320044	0.701931428663748	-7.602752914074
2294	28	80	0	A_07_P045345	Z3349	0.282863693172659	0.510446057082772	0.624342513354315	0.701931428663748	-7.60277061639813
3432	42	70	0	A_07_P049434	Z4945	-0.0726402658208918	-0.509354299100159	0.625071700626533	0.702504652230104	-7.6033789687949
10669	131	9	0	A_07_P042601	c_2991	-0.117655176937609	-0.509351938244762	0.625073277927894	0.702504652230104	-7.60338028300005
4524	56	14	0	A_07_P054936	ECs2478	0.0683756401968432	0.509313481783318	0.625098971208163	0.702504652230104	-7.60340168955871
14487	177	55	0	A_07_P055907	ECs3504	0.156072699690407	0.509238542533105	0.62514904071448	0.702504652230104	-7.60344339970886
8461	104	15	0	A_07_P059744	ECs4187	-0.146443085856086	-0.508893271918763	0.625379754983505	0.70268055032073	-7.6036354985545
2007	25	39	0	A_07_P006821	b1174	0.0774720325188333	0.507686264795166	0.626186641415837	0.703503720494699	-7.60430608746133
8986	110	48	0	A_07_P006729	b1155	-0.102482964964325	-0.507254357948757	0.626475503561327	0.703744778194128	-7.60454568500245
14370	176	20	0	A_07_P014337	b1271	0.172623018928628	0.506962941334025	0.626670444082409	0.703880285349054	-7.60470723889789
1284	16	54	0	A_07_P035777	c_0137	-0.140416035985758	-0.506574668820423	0.62693022450023	0.704088580325609	-7.60492235249194
4334	53	70	0	A_07_P034765	c_1800	0.139128299692096	0.505421091623704	0.62770237529549	0.704872187172363	-7.60556055757173
5131	63	47	0	A_07_P052368	Z5820	0.132600607695361	0.50386993569199	0.628741424334075	0.705955283462821	-7.60641657587303
7187	88	53	0	A_07_P045060	Z3206	0.0709537331070925	0.503518850430394	0.628976724048076	0.706135774586153	-7.60660998388595
8030	98	76	0	A_07_P005292	b0969	-0.0731356027915925	-0.503141939049949	0.629229383338531	0.706335709763282	-7.6068174788791
5989	74	3	0	A_07_P017440	b4348	-0.115216174122618	-0.502883033593708	0.629402968802241	0.706446844471481	-7.6069599257937
2280	28	66	0	A_07_P018421	b1674	0.0827760443411061	0.502259485579763	0.629821133755768	0.706832438262397	-7.60730271362644
917	12	15	0	A_07_P001077	b2258	0.149841715153519	0.501972658418543	0.630013534543014	0.706964601254759	-7.607460259774
12234	150	16	0	A_07_P030066	c_2961	-0.10611730734033	-0.500906357271837	0.630729064840203	0.707683688955982	-7.60804521108524
3678	45	70	0	A_07_P047225	Z5613	0.0672960375385585	0.500190126415201	0.631209919414093	0.708139329230166	-7.60843746758386
8174	100	56	0	A_07_P001019	b2246	-0.0704079603329082	-0.499823532314475	0.631456112104153	0.708331631199732	-7.60863803614144
1538	19	62	0	A_07_P056076	ECs3615	0.0629699493610609	0.499685651654202	0.631548721077702	0.708351626530254	-7.60871343689371
11292	138	58	0	A_07_P012955	b3305	0.081959151483093	0.497836895400474	0.632791132579245	0.709661094931401	-7.60972255796588
12832	157	40	0	A_07_P062239	ECs1225	0.0721278650088219	0.496254485790999	0.633855548912263	0.710770659322476	-7.61058351520909
49	1	49	0	A_07_P003289	b2105	0.152688800557337	0.493910748376245	0.635433761145339	0.712456035223561	-7.61185397755112
12239	150	21	0	A_07_P037016	c_5300	0.150020490915242	0.493557012846284	0.63567213186966	0.712638943433474	-7.61204523633937
7167	88	33	0	A_07_P063730	ECs5174	-0.0571839008273729	-0.492991179412323	0.636053523323264	0.71298212697254	-7.61235090581285
13778	169	2	0	A_07_P056298	ECs3783	0.0715755676511083	0.492714376978735	0.636240140343899	0.713106923362609	-7.61250031781948
320	4	74	0	A_07_P045686	Z4271	0.130143473012144	0.492403979651604	0.636449439875996	0.713257110092929	-7.61266777005503
14277	175	9	0	A_07_P061089	ECs1623	0.10835230297639	0.491814474726031	0.636847037054017	0.713618258012025	-7.61298552204307
5460	67	48	0	A_07_P015366	b2008	0.0720767237882795	0.491293846057872	0.637198285205794	0.713927390284988	-7.61326585187476
1873	23	69	0	A_07_P038626	c_1590	-0.0907502277218482	-0.490378015081568	0.637816400437402	0.71453541631497	-7.61375830056437
1196	15	48	0	A_07_P010429	ABE-0285053	0.070484768079175	0.490248673571328	0.637903720544776	0.71454872764902	-7.61382777893697
13940	170	82	0	A_07_P014547	b1313	0.143831710712323	0.489915431793511	0.63812872432928	0.714716244158323	-7.61400670718875
13772	168	78	0	A_07_P038490	c_1555	0.215663560579999	0.489316280900922	0.638533370518747	0.715084900160034	-7.61432812349376
13741	168	47	0	A_07_P009887	b0674	-0.141900607766503	-0.489118395499414	0.638667044225494	0.715150046448029	-7.61443419863999
2923	36	53	0	A_07_P050855	Z2046	0.231071505441005	0.487529804681818	0.639740668716536	0.716267566676481	-7.61528429285202
2361	29	65	0	A_07_P058509	ECs1886	-0.113785983948664	-0.487280321888724	0.639909360835195	0.716371760528421	-7.61541756140649
1975	25	7	0	A_07_P062373	ECs1262	0.0672047691471855	0.486739949088757	0.640274820482097	0.716696182888965	-7.61570599780261
10117	124	31	0	A_07_P047623	Z2053	0.100301426706704	0.486295865001511	0.640575238121776	0.7169477319496	-7.61594281292685
5620	69	44	0	A_07_P047469	Z5896	-0.0653964453400481	-0.485935243461518	0.64081924676222	0.717103986257981	-7.61613497092847
480	6	70	0	A_07_P042226	c_1607	0.133878673761519	0.485865765829817	0.640866263056779	0.717103986257981	-7.61617197686054
1470	18	76	0	A_07_P034132	c_3925	-0.131632369511653	-0.484376649648818	0.641874383485585	0.717997321406109	-7.61696393121554
11941	146	51	0	A_07_P035825	c_0165	0.0600122737713443	0.48435523457091	0.641888887164167	0.717997321406109	-7.61697530370582
12741	156	31	0	A_07_P038551	c_1574	0.0794254599396269	0.484350592638093	0.641892031003688	0.717997321406109	-7.6169777687448
12047	147	75	0	A_07_P046105	Z4810	0.142526129606319	0.484231299460067	0.641972827298338	0.71800290709291	-7.61704111024444
12418	152	36	0	A_07_P010497	ABE-0285062	-0.0743858716037953	-0.483861881661323	0.642223063472373	0.718197976057888	-7.61723716826177
324	4	78	0	A_07_P063441	ECs3745	0.0823282263618758	0.482761848400366	0.642968494769137	0.718946710241207	-7.61782014693442
8291	102	9	0	A_07_P007786	b3572	-0.0806058253332908	-0.482257156492422	0.643310642005725	0.719244381619243	-7.6180871984202
4679	58	5	0	A_07_P002391	b2789	0.0735605850954287	0.482023899230192	0.643468805697071	0.719336306805459	-7.61821053489414
4452	55	24	0	A_07_P057813	ECs4813	0.0662148564382716	0.481786201893925	0.643630000151603	0.71943159799811	-7.61833616138168
15281	187	29	0	A_07_P008381	b0338	-0.0993601817469351	-0.481032555773373	0.644141219373083	0.719918068424996	-7.61873408907637
3791	47	19	0	A_07_P014130	b2369	-0.102812838665564	-0.480537066066843	0.644477434887336	0.720208855976032	-7.61899539014114
741	10	3	0	A_07_P054207	ECs0636	0.111191115889	0.47923636712583	0.645360445201713	0.721110550542718	-7.61968012054529
1974	25	6	0	A_07_P039149	c_4745	-0.109801378102336	-0.477860653293054	0.646295039691499	0.722069664538556	-7.62040244113982
8427	103	63	0	A_07_P046650	Z1097	-0.0785384333554363	-0.477693703597804	0.646408503367777	0.722111256504255	-7.62048996536981
12797	157	5	0	A_07_P041390	c_5103	0.152107884860348	0.47744282524019	0.64657902601389	0.722142504572499	-7.62062143550304
3784	47	12	0	A_07_P063579	ECs4455	-0.0872110924663681	-0.477395419618514	0.646611250256185	0.722142504572499	-7.62064627061268
8354	102	72	0	A_07_P006496	b2906	0.0581720487169624	0.47722989931727	0.646723769913657	0.722142504572499	-7.62073296606958
4510	55	82	0	A_07_P049550	Z5048	0.131252885954835	0.477203915607566	0.646741434363229	0.722142504572499	-7.62074657312697
5234	64	68	0	A_07_P001389	b1035	0.0610221030378322	0.476861838692328	0.646974010228097	0.722317046779884	-7.62092564573295
15591	191	11	0	A_07_P012625	b3230	0.132087023420065	0.475958308302402	0.647588515205316	0.722806923133083	-7.62139805023956
5126	63	42	0	A_07_P053050	ECs3012	-0.0827656001650648	-0.475888469525532	0.6476360257426	0.722806923133083	-7.62143452983243
15687	192	25	0	A_07_P059813	ECs4271	0.153813180254103	0.475877510536561	0.647643481177603	0.722806923133083	-7.62144025369418
6210	76	60	0	A_07_P059542	ECs0217	-0.108204363281676	-0.475704540047918	0.647761159212722	0.722806923133083	-7.62153057945437
3060	38	26	0	A_07_P002572	b0122	0.0799275181401156	0.475655774487083	0.647794338099318	0.722806923133083	-7.62155603940379
8626	106	16	0	A_07_P018730	b1736	-0.11281140671354	-0.475236865026	0.648079388633698	0.723039807907937	-7.62177464606744
7802	96	12	0	A_07_P063128	ECs1726	-0.0668096749320022	-0.474614742195643	0.648502832606444	0.723359015416048	-7.62209896429502
8551	105	23	0	A_07_P039108	c_4728	0.111876834962382	0.474592111109291	0.648518238905519	0.723359015416048	-7.62211075454143
1567	20	9	0	A_07_P040780	c_1334	-0.0894050223109712	-0.474247990846488	0.648752524036932	0.723535135720925	-7.62228996759615
1518	19	42	0	A_07_P060283	ECs4542	0.0626293864925556	0.473649421271001	0.649160144402378	0.723904507626481	-7.62260140257435
5908	73	4	0	A_07_P009450	b1471	-0.148448170713105	-0.473515584138141	0.649251303651406	0.723920935631091	-7.62267098717365
12623	154	77	0	A_07_P011800	b2930	0.0853962242189766	0.473177617166026	0.649481528251976	0.724092400612372	-7.62284662048902
1740	22	18	0	A_07_P009020	b4075	0.0600877819891156	0.472994969549363	0.649605965478483	0.724145899142308	-7.62294148888546
1714	21	74	0	A_07_P044792	Z3091	0.107694097153899	0.471960477342832	0.650310984729711	0.724846510633069	-7.62347815970718
2952	36	82	0	A_07_P013336	b2456	-0.116430886000401	-0.470311039821649	0.651435880052883	0.726014902442747	-7.62433155908391
15736	192	74	0	A_07_P063315	ECs2902	0.0921992836260618	0.468982338006439	0.652342736419491	0.726940046984167	-7.62501696481374
2904	36	34	0	A_07_P001711	b1102	0.222244379835461	0.468561832403707	0.652629866650455	0.7271744614649	-7.62523350001565
6602	81	42	0	A_07_P031051	c_0468	0.0544193906251861	0.468383273186509	0.652751809545422	0.72722478711059	-7.6253253918984
15412	188	78	0	A_07_P044721	Z3072	0.0843398827971889	0.468101966510901	0.652943944216244	0.727353291734242	-7.62547009364804
11560	141	80	0	A_07_P012708	b3247	0.0686427955531534	0.467738859265947	0.653191990490528	0.727544042089168	-7.62565675165492
509	7	17	0	A_07_P033731	c_0974	0.0704532047290577	0.467359225077421	0.653451376259268	0.727747376358352	-7.62585175932337
15644	191	64	0	A_07_P000511	b3158	-0.184761490281362	-0.466573075295712	0.653988675618411	0.728260138191581	-7.6262551078222
12170	149	34	0	A_07_P043719	Z0416	-0.0893822885279265	-0.466396115985278	0.654109649579467	0.728309227790845	-7.62634581166593
1583	20	25	0	A_07_P036124	c_0291	0.055243397263682	0.466268938142385	0.654196598430668	0.728320425521307	-7.62641097901992
6213	76	63	0	A_07_P032846	c_3470	-0.145650239519918	-0.466000630253022	0.654380053583754	0.728439048953499	-7.62654840796777
250	4	4	0	A_07_P006564	b2920	0.153902471411963	0.465280430435692	0.654872614071645	0.728901692184092	-7.62691692950677
6075	75	7	0	A_07_P007716	b3558	-0.0882574032814227	-0.463659046645222	0.655982179001789	0.730050898778632	-7.62774461131196
14173	173	69	0	A_07_P041365	c_4852	-0.0863365230778105	-0.46155388989066	0.657424176099076	0.731569759869648	-7.628815176704
7351	90	53	0	A_07_P001540	b1067	-0.0739862578904097	-0.46119291114859	0.657671595719452	0.731759116017227	-7.62899828804279
5607	69	31	0	A_07_P061294	ECs4967	-0.113945991829855	-0.46094125561579	0.65784411060765	0.731812641440506	-7.62912586361333
9635	118	41	0	A_07_P012998	b3314	0.0563869803441376	0.460897332310015	0.657874223169965	0.731812641440506	-7.62914812357816
11291	138	57	0	A_07_P001409	b1039	-0.234522962144196	-0.460398678011925	0.658216133373713	0.732107000389362	-7.62940069683139
3099	38	65	0	A_07_P019901	b2605	0.0681984496193678	0.459492801153716	0.658837483386758	0.732712063242852	-7.62985887104632
13314	163	30	0	A_07_P014319	b1267	0.156222417460443	0.459225984790498	0.659020549759921	0.732815209018035	-7.62999365873002
2754	34	48	0	A_07_P006851	b1180	0.0540109042368022	0.459132112674023	0.659084962587061	0.732815209018035	-7.63004106252627
7508	92	46	0	A_07_P011076	b0080	-0.0616303701340098	-0.458497574262012	0.659520448045529	0.733213343179255	-7.63036125313589
6903	85	15	0	A_07_P033958	c_1153	-0.119989331590557	-0.458378759721054	0.659602006316661	0.733217956088653	-7.6304211608818
5022	62	20	0	A_07_P041050	c_0535	0.0827402264382589	0.45811516407927	0.659782964647325	0.733333048713854	-7.63055401660792
13111	160	73	0	A_07_P058306	ECs1788	-0.0618530555753928	-0.455461595918186	0.661605978179184	0.735273005433911	-7.63188742320907
326	4	80	0	A_07_P040344	c_1204	0.0953227234435861	0.455258211447942	0.661745804649792	0.735328694924579	-7.6319893206206
13641	167	29	0	A_07_P035444	c_0714	0.0585789015240473	0.455118913648405	0.661841579880807	0.735328694924579	-7.63205908519302
9741	119	65	0	A_07_P016226	b0488	-0.0719515879802898	-0.455049972099508	0.661888983628269	0.735328694924579	-7.63209360574163
8384	103	20	0	A_07_P008561	b3980	0.0564747334184409	0.453110464120038	0.663223247473196	0.736724592478728	-7.63306273130522
15364	188	30	0	A_07_P035268	c_2193	0.0713157063989359	0.452440638697835	0.663684347438043	0.737150344621616	-7.63339651644885
2885	36	15	0	A_07_P042916	Z3849	0.110596999928112	0.451806343429557	0.664121130934253	0.737492342706279	-7.63371216522112
9094	111	74	0	A_07_P043918	Z0636	0.0651371537372861	0.451767357300376	0.664147981765684	0.737492342706279	-7.63373155247811
9439	116	9	0	A_07_P058238	ECs1772	0.0925085020147424	0.45147965413285	0.664346147061712	0.737625917825406	-7.6338745742437
1977	25	9	0	A_07_P058553	ECs1907	0.0947448727184563	0.451271340586952	0.664489647788116	0.737698774478321	-7.63397807631239
7329	90	31	0	A_07_P005885	b3803	-0.0615924253194267	-0.451114617200738	0.664597619464807	0.737732175269032	-7.6340559156148
5702	70	44	0	A_07_P045401	Z3365	-0.165705049584909	-0.450952886417507	0.664709049721962	0.73776940695646	-7.6341362150703
10297	126	47	0	A_07_P001859	b2677	-0.0809061725867349	-0.450256036869545	0.665189271839054	0.738215908946633	-7.63448188939533
10900	133	76	0	A_07_P005616	b3739	0.0634455863441348	0.449729764947975	0.66555205343844	0.738531988070396	-7.63474261244689
2937	36	67	0	A_07_P039050	c_4656	0.124123534209431	0.448793934016386	0.6661973953974	0.739161500433897	-7.63520552338703
6585	81	25	0	A_07_P010756	b0013	-0.18004372032772	-0.448240607703091	0.666579105775479	0.739498394226439	-7.63547879755685
5631	69	55	0	A_07_P053904	ECs0373	-0.0597550368157421	-0.447270610030107	0.667248507566012	0.740154334660413	-7.63595708412193
