FEATURES	FeatureNum	Row	Col	SubTypeMask	ControlType	ProbeName	SystematicName	PositionX	PositionY	gProcessedSignal	gProcessedSigError	gMedianSignal	gBGMedianSignal	gBGPixSDev	gIsSaturated	gIsFeatNonUnifOL	gIsBGNonUnifOL	gIsFeatPopnOL	gIsBGPopnOL	IsManualFlag	gBGSubSignal	gIsPosAndSignif	gIsWellAboveBG	SpotExtentX	gBGMeanSignal
DATA	3888	48	34	0	0	A_07_P007536	b3521	12608.3	5022.69	3.91E+02	3.97E+01	489.5	46	1.42E+01	0	0	0	0	0	0	436.623	1	1	48.8211	49.2727
DATA	3889	48	35	0	0	A_07_P060013	ECs4355	12650.9	5023.07	1.09E+02	1.30E+01	185	49	1.61E+01	0	0	0	0	0	0	121.805	1	1	45.5424	52.6731
DATA	3890	48	36	0	0	A_07_P014821	b1369	12692.8	5022.93	1.51E+03	1.51E+02	1718	54	1.75E+01	0	0	0	0	0	0	1699.76	1	1	49.4045	56.2738
DATA	3891	48	37	66	-1	(-)3xSLv1	NegativeControl	12735.4	5022.95	7.01E+00	7.08E+00	73	49.5	1.87E+01	0	0	0	0	0	0	4.10235	0	0	38.5965	56.7237
DATA	3892	48	38	0	1	ETG08_142674	ETG08_142674	12776.3	5023.37	6.98E+00	7.07E+00	73	55	1.73E+01	0	0	0	0	0	0	7.32867	0	0	41.3209	56.5955
DATA	3893	48	39	66	-1	(-)3xSLv1	NegativeControl	12818.1	5022.37	6.95E+00	7.01E+00	69	51	1.60E+01	0	0	0	0	0	0	-1.63459	0	0	39.7664	53.3656
DATA	3894	48	40	0	0	A_07_P008959	b4063	12862.2	5022.77	4.87E+02	4.92E+01	606.5	49	1.97E+01	0	0	0	0	0	0	558.367	1	1	49.172	54.5595
DATA	3895	48	41	0	0	A_07_P004945	b0899	12904.8	5022.57	1.34E+02	1.51E+01	226.5	53.5	1.78E+01	0	0	0	0	0	0	153.59	1	1	56.4415	55.1184
DATA	3896	48	42	0	0	A_07_P055610	ECs2840	12947	5023.15	1.28E+04	1.28E+03	14616.5	56	1.94E+01	0	0	0	0	0	0	14747.7	1	1	47.6331	57.6966
DATA	3897	48	43	0	1	RC11	RC11	12989.2	5023.73	6.87E+00	6.93E+00	65	56	2.02E+01	0	0	0	0	0	0	-2.80496	0	0	37.3901	58.2564
DATA	3898	48	44	66	-1	(-)3xSLv1	NegativeControl	13031.8	5022.59	6.85E+00	6.92E+00	73	54.5	1.96E+01	0	0	0	0	0	0	4.5805	0	0	56.4415	57.4762
DATA	3899	48	45	0	0	A_07_P004732	b0856	13073.8	5022.97	4.88E+03	4.88E+02	5291.5	56.5	2.11E+01	0	0	0	0	0	0	5661.58	1	1	49.6359	60.3256
DATA	3900	48	46	0	0	A_07_P036761	c_3756	13116.4	5022.57	6.83E+00	6.89E+00	66	53	2.12E+01	0	0	0	0	0	0	-3.10593	0	0	56.5429	59.5444
DATA	3901	48	47	0	0	A_07_P030716	c_0333	13158.8	5022.59	1.42E+02	1.58E+01	221	54	1.77E+01	0	0	0	0	0	0	165.112	1	1	56.4415	56.4945
DATA	3902	48	48	0	0	A_07_P042371	c_2155	13200.9	5022.75	1.68E+03	1.68E+02	2018	50	1.82E+01	0	0	0	0	0	0	1950.27	1	1	51.6719	54.1919
DATA	3903	48	49	0	0	A_07_P033773	c_0994	13243	5023.28	1.01E+04	1.01E+03	11212	53	1.48E+01	0	0	0	0	0	0	11730.7	1	1	47.9926	54.2308
DATA	3904	48	50	0	0	A_07_P059144	ACA-0244225	13285.3	5023.16	2.13E+03	2.13E+02	2512	53	1.89E+01	0	0	0	0	0	0	2477.11	1	1	47.9926	57.3495
DATA	3905	48	51	66	-1	(-)3xSLv1	NegativeControl	13328.9	5022.68	6.83E+00	6.89E+00	65.5	53	1.55E+01	0	0	0	0	0	0	-2.8198	0	0	38.7447	55.5181
DATA	3906	48	52	0	0	A_07_P046761	Z1141	13370.4	5023.14	4.06E+02	4.12E+01	526.5	53	1.77E+01	0	0	0	0	0	0	471.575	1	1	48.5859	57.1266
DATA	3907	48	53	0	0	A_07_P062125	ECs1200	13412.6	5023	1.51E+02	1.66E+01	251	55	1.59E+01	0	0	0	0	0	0	174.697	1	1	47.3919	56.1558
DATA	3908	48	54	66	-1	(-)3xSLv1	NegativeControl	13455.1	5023	6.86E+00	6.92E+00	66	52	1.60E+01	0	0	0	0	0	0	-2.2418	0	0	54.2679	53.7736
DATA	3909	48	55	66	-1	(-)3xSLv1	NegativeControl	13497.2	5021.52	6.88E+00	6.94E+00	65	53	1.88E+01	0	0	0	0	0	0	-3.94388	0	0	65	57.1667
DATA	3910	48	56	66	-1	(-)3xSLv1	NegativeControl	13539.7	5023.12	6.90E+00	6.96E+00	67	49	1.75E+01	0	0	0	0	0	0	-4.62864	0	0	38.5965	53.2763
DATA	3911	48	57	0	0	A_07_P016768	b0602	13581.6	5023.13	9.09E+02	9.11E+01	1117	46.5	1.67E+01	0	0	0	0	0	0	1042.34	1	1	47.7532	52.3375
DATA	3912	48	58	66	-1	(-)3xSLv1	NegativeControl	13623	5024.49	6.94E+00	7.02E+00	74	52	1.68E+01	0	0	0	0	0	0	4.85013	0	0	39.3317	54.9121
DATA	3913	48	59	0	0	A_07_P002122	b2735	13666.8	5023.04	2.07E+01	7.33E+00	91	55	1.48E+01	0	0	0	0	0	0	23.5159	1	0	54.2679	55.4776
DATA	3914	48	60	0	0	A_07_P056926	ECs0876	13707.5	5022.26	4.57E+01	8.42E+00	117	52.5	1.67E+01	0	0	0	0	0	0	51.7984	1	1	36.459	54.0648
DATA	3915	48	61	66	-1	(-)3xSLv1	NegativeControl	13751.4	5023.03	2.08E+01	7.40E+00	90	55	1.79E+01	0	0	0	1	0	0	23.474	1	0	54.6886	55.7647
DATA	3916	48	62	0	0	A_07_P008508	b3961	13793.4	5023.21	1.80E+04	1.80E+03	18831	51.5	1.86E+01	0	1	0	0	0	0	20140.8	1	1	48.2308	56
DATA	3917	48	63	0	0	A_07_P056206	ECs3724	13836	5023.46	1.36E+02	1.54E+01	225	51	2.09E+01	0	0	0	0	0	0	151.916	1	1	47.8731	59.1444
DATA	3918	48	64	0	0	A_07_P059987	ECs4350	13878	5023.17	3.05E+02	3.14E+01	393	54.5	1.94E+01	0	0	0	0	0	0	338.022	1	1	47.5127	58.38
DATA	3919	48	65	0	0	A_07_P009612	b1505	13920.7	5023.62	5.38E+02	5.43E+01	661	53	2.26E+01	0	0	0	0	0	0	591.58	1	1	48.5859	59.3861
DATA	3920	48	66	66	-1	(-)3xSLv1	NegativeControl	13963	5023.39	7.26E+00	7.33E+00	69	49	1.75E+01	0	0	0	0	0	0	2.09131	0	0	56.2381	53.6136
DATA	3921	48	67	66	-1	(-)3xSLv1	NegativeControl	14005.4	5023.44	7.32E+00	7.38E+00	69	54	2.06E+01	0	0	0	0	0	0	0.0426309	0	0	56.4415	58.4487
DATA	3922	48	68	0	0	A_07_P009317	b1445	14047.4	5023.15	1.40E+03	1.41E+02	1470	53	1.81E+01	0	0	0	0	0	0	1509.29	1	1	48.8211	56.4848
DATA	3923	48	69	0	0	A_07_P034010	c_1172	14090.1	5023.45	3.27E+01	8.19E+00	100	55	2.54E+01	0	0	0	0	0	0	34.9011	1	0	56.2381	63
DATA	3924	48	70	0	0	A_07_P020486	b1569	14132.4	5023.44	7.51E+00	7.58E+00	72	51	1.63E+01	0	0	0	0	0	0	2.99626	0	0	56.4415	56.0988
DATA	3925	48	71	0	0	A_07_P013946	b2332	14174.4	5023.5	1.16E+02	1.38E+01	187	65	2.47E+01	0	0	0	0	1	0	121.023	1	1	46.4147	66.7949
DATA	3926	48	72	0	0	A_07_P014403	b1284	14216.6	5023.21	6.17E+03	6.17E+02	6105	57	1.77E+01	0	0	0	0	0	0	6399.25	1	1	48.8211	59.5696
DATA	3927	48	73	0	0	A_07_P039263	c_4777	14259.4	5023.48	3.70E+01	8.62E+00	104	49	1.70E+01	0	0	0	0	0	0	37.9972	1	0	56.6442	54.25
DATA	3928	48	74	0	0	A_07_P039299	c_4808	14301.6	5023.48	5.14E+01	9.40E+00	119	55.5	2.18E+01	0	0	0	0	0	0	52.2787	1	1	56.6442	61.0303
DATA	3929	48	75	0	0	A_07_P063231	ECs2472	14343.9	5023.64	1.30E+03	1.30E+02	1329	57	2.53E+01	0	0	0	0	0	0	1310.56	1	1	49.2883	63.6364
DATA	3930	48	76	0	0	A_07_P060560	ECs1408	14385.9	5023.47	2.53E+02	2.66E+01	302.5	54.5	1.85E+01	0	0	0	0	0	0	252.285	1	1	47.7532	59.4271
DATA	3931	48	77	66	-1	(-)3xSLv1	NegativeControl	14429.5	5022.98	8.06E+00	8.14E+00	63	55	2.21E+01	0	0	0	0	0	0	-1.40743	0	0	38.2985	61.0729
DATA	3932	48	78	66	-1	(-)3xSLv1	NegativeControl	14471	5023.5	8.16E+00	8.23E+00	58	50	1.45E+01	0	0	0	0	0	0	-3.60039	0	0	56.2381	52.6667
DATA	3933	48	79	0	0	A_07_P035178	c_2122	14513.4	5023.5	1.77E+01	8.51E+00	81	53	1.81E+01	0	0	0	0	0	0	17.0267	1	0	56.6442	55.9677
DATA	3934	48	80	0	0	A_07_P058440	ECs1824	14554.8	5022.66	2.63E+02	2.76E+01	297	57	1.74E+01	0	0	0	0	0	0	249.673	1	1	43.3509	57.9529
DATA	3935	48	81	0	0	A_07_P008177	b0297	14597.8	5023.62	4.51E+03	4.52E+02	4375	54	1.73E+01	0	0	0	0	0	0	4235.66	1	1	52.0035	57.8706
DATA	3936	48	82	0	0	A_07_P020563	b1586	14639.8	5023.53	4.55E+02	4.63E+01	468.5	50	1.69E+01	0	0	0	0	0	0	421.288	1	1	49.981	54.1126
DATA	3937	49	1	0	0	A_07_P011983	b2969	11190.5	5034	8.60E+00	8.67E+00	67	50	1.76E+01	0	0	0	0	0	0	-3.48452	0	0	54.5837	53.9062
DATA	3938	49	2	0	0	A_07_P016974	b3606	11232.7	5034.48	1.50E+03	1.51E+02	1414.5	52	1.61E+01	0	0	0	0	0	0	1390.06	1	1	49.5203	55.7089
DATA	3939	49	3	0	0	A_07_P021179	b0413	11275	5034.8	1.03E+04	1.03E+03	8730	57	2.35E+01	0	1	0	0	0	0	9516.48	1	1	49.4045	62.4314
DATA	3940	49	4	66	-1	(-)3xSLv1	NegativeControl	11317.4	5034.43	4.90E+01	9.91E+00	108.5	57.5	1.98E+01	0	0	0	1	0	0	45.5327	1	1	56.5429	61.2976
DATA	3941	49	5	0	0	A_07_P015040	b1935	11359.8	5034.41	8.51E+00	8.58E+00	63.5	50	1.96E+01	0	0	0	0	0	0	-5.92955	0	0	56.4415	56.2941
DATA	3942	49	6	66	-1	(-)3xSLv1	NegativeControl	11402.1	5034.44	8.48E+00	8.55E+00	58	58	2.30E+01	0	0	0	0	0	0	-13.5868	0	0	65	62.8404
DATA	3943	49	7	0	0	A_07_P030557	c_3232	11444.6	5034.65	6.73E+02	6.79E+01	702	61	2.23E+01	0	0	0	0	0	0	632.929	1	1	48.3494	64.629
DATA	3944	49	8	0	0	A_07_P053290	ECs3233	11487	5034.75	9.00E+01	1.24E+01	153	54	1.88E+01	0	0	0	0	0	0	85.0012	1	1	40.4804	58.9783
DATA	3945	49	9	0	0	A_07_P016504	b0547	11529.1	5034.44	1.87E+01	8.64E+00	89	49	1.76E+01	0	0	0	0	0	0	17.7266	1	0	56.2381	55.4257
DATA	3946	49	10	0	0	A_07_P007187	b1250	11571.5	5034.59	7.79E+02	7.84E+01	795	51	1.43E+01	0	0	0	0	0	0	743.621	1	1	48.8211	53.1316
DATA	3947	49	11	0	0	A_07_P050009	Z5334	11613.4	5034.46	1.62E+01	8.50E+00	88	53	1.38E+01	0	0	0	0	0	0	15.5141	1	0	37.0823	54.4
DATA	3948	49	12	0	0	A_07_P040114	c_4545	11656.1	5034.44	8.22E+00	8.32E+00	76	56	1.91E+01	0	0	0	0	0	0	6.2265	0	0	56.2381	59.79
DATA	3949	49	13	0	0	A_07_P053361	ECs3261	11698.3	5034.72	5.56E+02	5.62E+01	609.5	52	1.63E+01	0	0	0	0	0	0	539.623	1	1	49.172	54.1014
DATA	3950	49	14	66	-1	(-)3xSLv1	NegativeControl	11740.7	5034.44	8.12E+00	8.19E+00	66.5	54	1.73E+01	0	0	0	0	0	0	-2.46738	0	0	56.7452	56.7273
DATA	3951	49	15	0	0	A_07_P017965	b3387	11783.1	5034.45	2.97E+03	2.97E+02	2964	58	1.96E+01	0	0	0	0	0	0	2917.32	1	1	51.3382	61.0444
DATA	3952	49	16	0	0	A_07_P051378	Z1448	11825.4	5034.5	4.42E+01	9.21E+00	105	50	1.78E+01	0	0	0	0	0	0	43.7595	1	1	56.6442	55.5714
DATA	3953	49	17	66	-1	(-)3xSLv1	NegativeControl	11867.4	5034.41	7.96E+00	8.04E+00	76.5	57	1.60E+01	0	0	0	0	0	0	4.53174	0	0	37.2365	59.4605
DATA	3954	49	18	0	0	A_07_P039288	c_4793	11910.1	5034.41	9.18E+02	9.21E+01	1000	59.5	2.04E+01	0	0	0	0	0	0	921.369	1	1	50.2097	63.1548
DATA	3955	49	19	0	0	A_07_P051468	Z1476	11952.3	5034.82	1.34E+03	1.34E+02	1379.5	58	1.72E+01	0	0	0	0	0	0	1354.35	1	1	48.4678	59.9014
DATA	3956	49	20	0	0	A_07_P057718	ECs4670	11994.6	5034.5	1.64E+01	8.03E+00	85.5	51	1.70E+01	0	0	0	0	0	0	16.7286	1	0	56.6442	54.6265
DATA	3957	49	21	66	-1	(-)3xSLv1	NegativeControl	12037	5034.5	7.74E+00	7.81E+00	77	50	1.70E+01	0	0	0	0	0	0	2.52771	0	0	56.2381	55.0805
DATA	3958	49	22	0	0	A_07_P030358	c_3165	12079.4	5034.86	2.53E+02	2.65E+01	325	51.5	1.60E+01	0	0	0	0	0	0	261.197	1	1	48.3494	54.6538
DATA	3959	49	23	0	0	A_07_P016899	b3591	12121.3	5034.77	1.49E+03	1.50E+02	1550	55	1.76E+01	0	0	0	0	0	0	1553.18	1	1	47.2709	56.325
DATA	3960	49	24	0	0	A_07_P059001	ACA-0244191	12163.9	5034.67	3.08E+03	3.09E+02	3311	57	1.94E+01	0	0	0	0	0	0	3229.32	1	1	50.2097	58.6628
DATA	3961	49	25	0	0	A_07_P039847	c_4483	12205.6	5034.2	1.57E+02	1.74E+01	215.5	54.5	1.66E+01	0	0	0	0	0	0	165.161	1	1	37.847	57.1795
DATA	3962	49	26	0	0	A_07_P034177	c_3990	12248.6	5034.56	1.70E+02	1.86E+01	207	53	2.14E+01	0	0	0	0	0	0	180.567	1	1	56.4415	58.5385
DATA	3963	49	27	0	0	A_07_P015999	b1864	12291	5034.85	2.18E+04	2.18E+03	22119	54	1.86E+01	0	0	0	0	0	0	23282.3	1	1	50.2097	57.7204
DATA	3964	49	28	0	0	A_07_P008674	b4002	12333.3	5034.91	6.12E+02	6.16E+01	708	52	1.65E+01	0	0	0	0	0	0	658.195	1	1	48.5859	55.175
DATA	3965	49	29	0	0	A_07_P056701	ECs0806	12375.6	5035	1.59E+03	1.59E+02	1728.5	51	1.82E+01	0	0	0	0	0	0	1718.46	1	1	49.0553	55
DATA	3966	49	30	0	0	A_07_P007815	b3577	12418	5034.59	7.29E+00	7.35E+00	67	49.5	1.77E+01	0	0	0	0	0	0	-1.34528	0	0	65	53.8111
DATA	3967	49	31	0	0	A_07_P043675	Z0397	12460.3	5034.82	1.01E+03	1.01E+02	1171.5	59	1.75E+01	0	0	0	0	0	0	1107.34	1	1	49.0553	58.8222
DATA	3968	49	32	0	0	A_07_P057111	ECs1068	12502.5	5034.79	2.04E+03	2.05E+02	2268	53	1.85E+01	0	0	0	0	0	0	2253.92	1	1	49.2883	57.1368
DATA	3969	49	33	0	0	A_07_P008690	b4005	12544.8	5034.73	9.16E+03	9.16E+02	9762	52	1.82E+01	0	0	0	0	0	0	10157.2	1	1	50.2097	56.8843
DATA	3970	49	34	0	0	A_07_P001787	b1117	12587.1	5034.7	4.92E+03	4.92E+02	5374.5	47	1.64E+01	0	0	0	0	0	0	5485.11	1	1	49.2883	53
DATA	3971	49	35	0	0	A_07_P053631	ECs0287	12628.6	5034.95	9.77E+01	1.21E+01	184	48	1.54E+01	0	0	0	0	0	0	109.447	1	1	43.6144	51.3614
DATA	3972	49	36	0	1	ETG09_35454	ETG09_35454	12672	5034.61	7.05E+00	7.11E+00	72.5	52	1.50E+01	0	0	0	0	0	0	-0.250416	0	0	56.2381	53.7849
DATA	3973	49	37	0	0	A_07_P018298	b3456	12713.9	5035.4	7.42E+03	7.42E+02	8150	58	1.91E+01	0	0	0	0	0	0	8396.24	1	1	48.2308	59.7722
DATA	3974	49	38	0	0	A_07_P015371	b2009	12756.4	5035.24	3.48E+03	3.48E+02	3947	52	1.77E+01	0	0	0	0	0	0	3957.72	1	1	47.9926	55.5479
DATA	3975	49	39	66	-1	(-)3xSLv1	NegativeControl	12799	5035	6.96E+00	7.03E+00	75.5	54	1.59E+01	0	0	0	0	0	0	3.86738	0	0	54.2679	56.0882
DATA	3976	49	40	0	0	A_07_P034336	c_4106	12841.2	5034.96	7.56E+00	7.04E+00	79	49	1.67E+01	0	0	0	0	0	0	8.65392	1	0	54.2679	52.8557
DATA	3977	49	41	66	-1	(-)3xSLv1	NegativeControl	12883.4	5035.02	6.91E+00	6.97E+00	66	49	1.74E+01	0	0	0	0	0	0	0.458055	0	0	38.2985	53.25
DATA	3978	49	42	0	0	A_07_P059562	ECs0221	12925.6	5034.91	5.69E+02	5.73E+01	729	54	1.77E+01	0	0	0	0	0	0	655.482	1	1	47.8731	56.7053
DATA	3979	49	43	0	0	A_07_P046306	Z0888	12968.3	5035	1.57E+01	7.11E+00	84.5	53	1.97E+01	0	0	0	0	0	0	18.1798	1	0	54.0563	56.6538
DATA	3980	49	44	66	-1	(-)3xSLv1	NegativeControl	13010.6	5035	8.35E+00	6.97E+00	76.5	51	1.84E+01	0	0	0	0	0	0	9.66115	1	0	54.3734	55.962
DATA	3981	49	45	0	0	A_07_P057621	ECs4610	13053	5035	1.14E+02	1.33E+01	192	53	2.02E+01	0	0	0	0	0	0	131.979	1	1	54.2679	58.2921
DATA	3982	49	46	0	0	A_07_P016376	b0518	13095	5035.06	1.25E+02	1.43E+01	210.5	57.5	1.89E+01	0	0	0	0	0	0	145.353	1	1	46.0429	59.217
DATA	3983	49	47	0	0	A_07_P005491	b3714	13137.3	5035.15	1.99E+04	1.99E+03	22486.5	53	1.79E+01	0	0	0	0	0	0	23113	1	1	50.4374	55.9785
DATA	3984	49	48	0	0	A_07_P008831	b4038	13178.5	5035.54	6.51E+01	9.47E+00	140	53	1.85E+01	0	0	0	0	0	0	75.7686	1	1	39.1858	56.1758
DATA	3985	49	49	66	-1	(-)3xSLv1	NegativeControl	13222.2	5035.04	6.82E+00	6.88E+00	66	52	1.58E+01	0	0	0	0	0	0	-1.59847	0	0	54.2679	53.3723
DATA	3986	49	50	0	0	A_07_P010185	b0733	13264.1	5035.3	1.33E+04	1.33E+03	14681	55	1.46E+01	0	0	0	0	0	0	15476	1	1	47.7532	56.1528
DATA	3987	49	51	0	0	A_07_P032431	c_2858	13306.7	5035.5	6.46E+01	9.44E+00	144	51	1.62E+01	0	0	0	0	0	0	75.2099	1	1	42.5505	55.0729
DATA	3988	49	52	66	-1	(-)3xSLv1	NegativeControl	13349.3	5035.41	6.83E+00	6.89E+00	65	53	1.84E+01	0	0	0	0	0	0	-1.71048	0	0	56.6442	57.0658
DATA	3989	49	53	0	0	A_07_P057890	ECs4854	13391.8	5035.6	5.69E+01	8.94E+00	132	53	1.75E+01	0	0	0	0	0	0	66.1021	1	1	47.9926	55.9577
DATA	3990	49	54	66	-1	(-)3xSLv1	NegativeControl	13432.6	5035.08	6.85E+00	6.91E+00	62	54.5	1.76E+01	0	0	0	0	0	0	-8.62151	0	0	40.4804	56.2717
DATA	3991	49	55	66	-1	(-)3xSLv1	NegativeControl	13476.3	5035.41	6.86E+00	6.92E+00	58.5	53.5	1.90E+01	0	0	0	0	0	0	-9.25415	0	0	56.6442	57.2736
DATA	3992	49	56	0	0	A_07_P061578	ECs5126	13518	5034.63	5.25E+01	8.70E+00	131	51	1.67E+01	0	0	0	0	0	0	60.5269	1	1	39.1858	55.0366
DATA	3993	49	57	0	0	A_07_P043302	Z4182	13560.4	5035.51	9.04E+01	1.14E+01	172	51	1.72E+01	0	0	0	0	0	0	103.937	1	1	48.1118	54.9873
DATA	3994	49	58	0	0	A_07_P044331	Z6075	13602.6	5035.35	9.37E+01	1.17E+01	179	52.5	1.60E+01	0	0	0	0	0	0	107.396	1	1	46.0429	54.1667
DATA	3995	49	59	0	0	A_07_P058672	ECs1959	13645.5	5035.49	8.43E+04	8.43E+03	93561	60	1.59E+01	0	0	0	0	0	0	96184.2	1	1	56.8461	57.9419
DATA	3996	49	60	0	0	A_07_P020491	b1570	13687.9	5035.44	6.99E+00	7.05E+00	72	49.5	1.77E+01	0	0	0	0	0	0	0.415462	0	0	56.2381	54.2326
DATA	3997	49	61	66	-1	(-)3xSLv1	NegativeControl	13730.2	5035.44	2.81E+01	7.62E+00	95	54.5	1.80E+01	0	0	0	1	0	0	31.7801	1	0	56.7452	55.2358
DATA	3998	49	62	0	0	A_07_P047633	Z2055	13772.3	5035.63	1.61E+03	1.61E+02	1805	52	1.88E+01	0	0	0	0	0	0	1805.39	1	1	49.8662	56.64
DATA	3999	49	63	0	0	A_07_P057185	ECs1083	13814.6	5035.88	3.35E+02	3.42E+01	451.5	50.5	2.19E+01	0	0	0	0	0	0	374.522	1	1	47.9926	58.0244
DATA	4000	49	64	0	0	A_07_P048210	Z2326	13856.9	5035.69	1.02E+02	1.25E+01	179.5	57	1.71E+01	0	0	0	0	0	0	113.078	1	1	46.0429	58.6404
DATA	4001	49	65	0	0	A_07_P033191	c_3598	13899.5	5035.78	1.98E+02	2.11E+01	290	50	1.98E+01	0	0	0	0	0	0	218.852	1	1	47.9926	56.3864
DATA	4002	49	66	66	-1	(-)3xSLv1	NegativeControl	13942.6	5035.64	7.24E+00	7.30E+00	66	50	2.23E+01	0	0	0	0	0	0	-6.81463	0	0	36.6159	56.5851
DATA	4003	49	67	0	0	A_07_P053835	ECs0348	13984.2	5035.89	2.06E+01	7.64E+00	86	51	1.67E+01	0	0	0	0	0	0	22.4186	1	0	42.2804	55.2208
DATA	4004	49	68	66	-1	(-)3xSLv1	NegativeControl	14025.5	5035.86	7.35E+00	7.41E+00	57	54	1.82E+01	0	0	0	0	0	0	-9.82469	0	0	65	57.3678
DATA	4005	49	69	0	0	A_07_P009461	b1474	14068.4	5035.74	4.23E+02	4.30E+01	506	57.5	2.49E+01	0	0	0	0	0	0	453.546	1	1	48.9384	62.5755
DATA	4006	49	70	0	0	A_07_P037493	c_4983	14111.2	5035.55	5.98E+01	9.62E+00	126.5	57	2.61E+01	0	0	0	0	1	0	63.5251	1	1	65	65.8916
DATA	4007	49	71	0	0	A_07_P061927	ECs1160	14153.2	5035.57	1.72E+04	1.72E+03	16741	53	2.08E+01	0	0	0	0	0	0	18080.5	1	1	49.6359	59.3506
DATA	4008	49	72	66	-1	(-)3xSLv1	NegativeControl	14195.9	5035.56	7.61E+00	7.68E+00	70	58.5	2.25E+01	0	0	0	0	0	0	3.60133	0	0	65	63.3947
DATA	4009	49	73	66	-1	(-)3xSLv1	NegativeControl	14237.3	5034.97	7.68E+00	7.75E+00	64	51	1.91E+01	0	0	0	0	0	0	2.03165	0	0	35.8249	56.6145
DATA	4010	49	74	0	0	A_07_P047573	Z5946	14280.1	5035.7	1.99E+02	2.14E+01	265	47.5	1.45E+01	0	0	0	0	0	0	203.643	1	1	48.3494	51.3429
DATA	4011	49	75	0	0	A_07_P016959	b3603	14322.5	5035.96	7.60E+02	7.64E+01	818	58.5	2.55E+01	0	0	0	0	0	0	768.698	1	1	47.3919	64.7045
DATA	4012	49	76	66	-1	(-)3xSLv1	NegativeControl	14365.1	5035.56	7.93E+00	8.00E+00	66	56	1.98E+01	0	0	0	0	0	0	2.52261	0	0	56.2381	59.7097
DATA	4013	49	77	0	0	A_07_P050364	Z1826	14407.1	5035.83	6.17E+02	6.22E+01	617.5	55	2.03E+01	0	0	0	0	0	0	610.972	1	1	48.8211	61.2887
DATA	4014	49	78	0	0	A_07_P046424	Z0956	14449.5	5035.87	6.39E+02	6.45E+01	674	55	2.30E+01	0	0	0	0	0	0	625.759	1	1	48.5859	63.2584
DATA	4015	49	79	0	0	A_07_P051024	Z1290	14491.1	5035.76	1.52E+01	8.41E+00	76	53.5	1.83E+01	0	0	0	0	0	0	14.7301	1	0	40.9028	55.6875
DATA	4016	49	80	0	0	A_07_P010957	b0054	14534	5035.61	3.10E+04	3.10E+03	26894	53	1.94E+01	0	1	0	0	0	0	29654.9	1	1	49.5203	56.131
DATA	4017	49	81	0	0	A_07_P051341	Z1441	14576.8	5035.59	1.46E+01	8.60E+00	71	57.5	1.80E+01	0	0	0	0	0	0	13.7424	1	0	56.4415	59.2021
DATA	4018	49	82	0	0	A_07_P050748	Z1963	14618.7	5035.66	2.93E+02	3.06E+01	337	53	1.79E+01	0	0	0	0	0	0	273.604	1	1	48.1118	56
DATA	4019	50	1	0	0	A_07_P039598	c_4359	11211.6	5046.48	8.59E+00	8.67E+00	68	51.5	1.70E+01	0	0	0	0	0	0	-2.40874	0	0	56.6442	54.39
DATA	4020	50	2	0	0	A_07_P054279	ECs2069	11253.8	5046.54	8.14E+02	8.18E+01	834	55.5	2.20E+01	0	0	0	0	0	0	752.963	1	1	48.8211	60.7439
DATA	4021	50	3	0	0	A_07_P010438	b1477	11296.2	5046.83	1.86E+03	1.86E+02	1733.5	57	1.85E+01	0	0	0	0	0	0	1725.69	1	1	48.5859	58.8763
DATA	4022	50	4	0	0	A_07_P046031	Z4776	11338.7	5046.72	3.34E+02	3.45E+01	384.5	57	1.91E+01	0	0	0	0	0	0	310.58	1	1	48.8211	60.2727
DATA	4023	50	5	0	0	A_07_P052891	ECs2981	11380.9	5046.83	6.68E+03	6.68E+02	5855	55	2.04E+01	0	0	0	0	0	0	6236.21	1	1	49.2883	59.4731
DATA	4024	50	6	0	0	A_07_P042764	Z3634	11423.4	5047.32	6.26E+01	1.06E+01	125	59	2.25E+01	0	0	0	0	0	0	58.6935	1	1	41.5973	63.3827
DATA	4025	50	7	0	0	A_07_P019564	b2532	11465.8	5046.46	3.34E+03	3.35E+02	3261	60	2.06E+01	0	0	0	0	0	0	3150.95	1	1	51.4496	62.5753
DATA	4026	50	8	0	0	A_07_P005848	b4405	11507.5	5047.12	1.58E+02	1.79E+01	217	48	1.81E+01	0	0	0	0	0	0	149.301	1	1	44.5245	55.6392
DATA	4027	50	9	0	0	A_07_P062971	ECs0483	11550.3	5046.9	1.83E+04	1.83E+03	16642.5	53	1.62E+01	0	0	0	0	0	0	17391.6	1	1	47.1495	56.3407
DATA	4028	50	10	0	0	A_07_P020527	b1579	11593.8	5045.86	1.30E+01	8.47E+00	78	53	2.21E+01	0	0	0	0	0	0	12.4659	1	0	38.1486	58.6087
DATA	4029	50	11	0	0	A_07_P019075	b3858	11634.8	5046.74	7.81E+02	7.86E+01	804	53	1.54E+01	0	0	0	0	0	0	751.84	1	1	48.4678	55.0737
DATA	4030	50	12	0	0	A_07_P048064	Z2220	11677.4	5046.86	4.95E+02	5.01E+01	547	54	1.52E+01	0	0	0	0	0	0	478.941	1	1	47.2709	56.3816
DATA	4031	50	13	66	-1	(-)3xSLv1	NegativeControl	11718.5	5045.7	8.15E+00	8.22E+00	64	54	1.83E+01	0	0	0	0	0	0	-5.9266	0	0	40.1963	56.9444
