FEATURES	FeatureNum	Row	Col	SubTypeMask	ControlType	ProbeName	SystematicName	PositionX	PositionY	gProcessedSignal	gProcessedSigError	gMedianSignal	gBGMedianSignal	gBGPixSDev	gIsSaturated	gIsFeatNonUnifOL	gIsBGNonUnifOL	gIsFeatPopnOL	gIsBGPopnOL	IsManualFlag	gBGSubSignal	gIsPosAndSignif	gIsWellAboveBG	SpotExtentX	gBGMeanSignal
DATA	25	1	25	0	0	A_07_P051831	Z5498	1615.19	4442.26	1.08E+03	1.09E+02	1150	50	1.75E+01	0	0	0	0	0	0	1114.24	1	1	48.4678	54.2158
DATA	26	1	26	0	0	A_07_P057969	ECs4937	1657.39	4442.43	3.01E+04	3.01E+03	28690	52	1.73E+01	0	0	0	0	0	0	31079.9	1	1	56.5429	54.6548
DATA	27	1	27	0	0	A_07_P005810	b3786	1699.93	4442.5	1.59E+04	1.59E+03	15224	51	1.82E+01	0	0	0	0	0	0	16458.5	1	1	50.4374	55.0469
DATA	28	1	28	66	-1	(-)3xSLv1	NegativeControl	1741.22	4441.62	1.02E+01	1.03E+01	66	50	1.80E+01	0	0	0	0	0	0	-7.36707	0	0	40.6217	54.0817
DATA	29	1	29	0	0	A_07_P008822	b4036	1784.71	4442.39	8.03E+02	8.09E+01	861	49	1.80E+01	0	0	0	0	0	0	834.594	1	1	49.172	53.3976
DATA	30	1	30	0	0	A_07_P041831	c_4190	1827.43	4442.14	2.92E+01	1.06E+01	105	49	1.74E+01	0	0	0	0	0	0	30.4049	1	0	41.7348	53.0893
DATA	31	1	31	0	0	A_07_P042290	c_1845	1869.19	4442.27	6.88E+02	6.96E+01	793	50	1.69E+01	0	0	0	0	0	0	718.606	1	1	49.8662	53.1383
DATA	32	1	32	0	0	A_07_P056011	ECs3589	1911.5	4442.53	3.37E+03	3.37E+02	3455.5	49	1.70E+01	0	0	0	0	0	0	3520.99	1	1	48.8211	53.1577
DATA	33	1	33	0	0	A_07_P059384	ECs0021	1953.63	4442.5	7.94E+01	1.29E+01	146.5	50	1.71E+01	0	0	0	0	0	0	83.1524	1	1	56.6442	53.3469
DATA	34	1	34	66	-1	(-)3xSLv1	NegativeControl	1996	4442.5	1.01E+01	1.02E+01	68	51	1.80E+01	0	0	0	0	0	0	-3.82754	0	0	56.2381	54.5345
DATA	35	1	35	0	0	A_07_P009416	b1465	2038.62	4442.52	3.12E+02	3.28E+01	394.5	50	1.75E+01	0	0	0	0	0	0	327.561	1	1	49.0553	53.8368
DATA	36	1	36	0	0	A_07_P010040	b0704	2080.78	4442.28	2.50E+01	1.04E+01	98.5	50	1.77E+01	0	0	0	0	0	0	26.2954	1	0	40.9028	53.7239
DATA	37	1	37	0	0	A_07_P001866	b2679	2123.24	4442.6	7.77E+03	7.77E+02	7792	50	1.69E+01	0	0	0	0	0	0	8177	1	1	49.172	53.7675
DATA	38	1	38	66	-1	(-)3xSLv1	NegativeControl	2165.35	4442.56	1.00E+01	1.01E+01	64	52	1.74E+01	0	0	0	0	0	0	-9.92081	0	0	56.4415	54.8041
DATA	39	1	39	0	0	A_07_P017232	b3659	2207.68	4442.57	1.00E+01	1.01E+01	60	51	1.83E+01	0	0	0	0	0	0	-12.0826	0	0	56.6442	54.5362
DATA	40	1	40	0	0	A_07_P010981	b0059	2250.21	4442.58	2.94E+03	2.94E+02	3076	50	1.70E+01	0	0	0	0	0	0	3101.1	1	1	51.7826	53.8936
DATA	41	1	41	66	-1	(-)3xSLv1	NegativeControl	2292.32	4442.57	1.00E+01	1.01E+01	60	50.5	1.70E+01	0	0	0	0	0	0	-9.67847	0	0	56.6442	53.6475
DATA	42	1	42	66	-1	(-)3xSLv1	NegativeControl	2334.72	4442.58	1.00E+01	1.01E+01	59	49	1.66E+01	0	0	0	0	0	0	-15.7899	0	0	65	52.654
DATA	43	1	43	0	0	A_07_P043506	Z0335	2377	4442.62	1.00E+01	1.01E+01	74	50	1.74E+01	0	0	0	0	0	0	-0.916057	0	0	56.2381	53.9328
DATA	44	1	44	66	-1	(-)3xSLv1	NegativeControl	2419.29	4443	1.00E+01	1.01E+01	63	50	1.69E+01	0	0	0	0	0	0	-6.94379	0	0	54.0563	53.4811
DATA	45	1	45	0	0	A_07_P037782	c_5119	2461.4	4442.98	2.78E+03	2.78E+02	2966	51	1.77E+01	0	0	0	0	0	0	2922.79	1	1	50.4374	54.516
DATA	46	1	46	66	-1	(-)3xSLv1	NegativeControl	2504	4443	1.00E+01	1.01E+01	62	50	1.68E+01	0	0	0	0	0	0	-9.16679	0	0	54.2679	53.6611
DATA	47	1	47	66	-1	(-)3xSLv1	NegativeControl	2546.85	4443.35	1.00E+01	1.01E+01	70.5	49	1.72E+01	0	0	0	0	0	0	0.197104	0	0	39.1858	52.8692
DATA	48	1	48	0	0	A_07_P053270	ECs3225	2588.64	4443.18	8.98E+02	9.03E+01	1006	50	1.87E+01	0	0	0	0	0	0	942.074	1	1	47.8731	55.0699
DATA	49	1	49	0	0	A_07_P003289	b2105	2631	4443.38	3.12E+04	3.12E+03	31294	51.5	1.78E+01	0	0	0	0	0	0	32700.1	1	1	56.2381	55.1214
DATA	50	1	50	0	0	A_07_P011538	b4161	2673.25	4443.41	2.47E+04	2.47E+03	24743	52	1.78E+01	0	0	0	0	0	0	25857.1	1	1	56.6442	54.9461
DATA	51	1	51	0	0	A_07_P054262	ECs2060	2715.84	4443.12	1.04E+02	1.46E+01	170	50	1.63E+01	0	0	0	0	0	0	108.386	1	1	42.685	52.8869
DATA	52	1	52	0	0	A_07_P035485	c_1914	2757.87	4443.14	2.14E+03	2.14E+02	2248	50	1.68E+01	0	0	0	0	0	0	2227.09	1	1	47.7532	53.2382
DATA	53	1	53	66	-1	(-)3xSLv1	NegativeControl	2800.28	4443.42	1.02E+01	1.03E+01	55	51	1.78E+01	0	0	0	0	0	0	-11.237	0	0	56.6442	54.8854
DATA	54	1	54	0	0	A_07_P007191	b1251	2842.92	4443.46	4.40E+03	4.40E+02	4409	51	1.80E+01	0	0	0	0	0	0	4554.65	1	1	49.0553	54.8491
DATA	55	1	55	0	0	A_07_P011767	b2924	2884.95	4443.45	7.99E+04	7.99E+03	81308	50	1.75E+01	0	0	0	0	0	0	82496.8	1	1	56.2381	54.0745
DATA	56	1	56	0	0	A_07_P044636	Z2991	2927.61	4443.41	2.16E+02	2.40E+01	285	49	1.76E+01	0	0	0	0	0	0	222.852	1	1	48.2308	53.4911
DATA	57	1	57	0	0	A_07_P055808	ECs2940	2969.57	4443.59	5.63E+02	5.73E+01	636.5	49	1.67E+01	0	0	0	0	0	0	577.901	1	1	48.8211	52.5967
DATA	58	1	58	0	0	A_07_P040530	c_1247	3012	4443.5	1.03E+01	1.04E+01	64	50	1.74E+01	0	0	0	0	0	0	-0.511904	0	0	56.2381	53.4221
DATA	59	1	59	66	-1	(-)3xSLv1	NegativeControl	3053.11	4444.18	1.04E+01	1.05E+01	55	50	1.69E+01	0	0	0	0	0	0	-7.54127	0	0	38.1486	53.3104
DATA	60	1	60	66	-1	(-)3xSLv1	NegativeControl	3097.93	4442.82	1.04E+01	1.05E+01	63	49	1.63E+01	0	0	0	0	0	0	-0.114579	0	0	44.1368	52.2352
DATA	61	1	61	0	0	A_07_P008071	b0276	3139	4443.5	1.76E+01	1.07E+01	80.5	49	1.68E+01	0	0	0	0	0	0	17.7423	1	0	56.2381	52.5895
DATA	62	1	62	0	0	A_07_P032188	c_2657	3181.29	4443.75	3.96E+03	3.96E+02	3908.5	48	1.63E+01	0	0	0	0	0	0	3977.65	1	1	49.7512	52.0605
DATA	63	1	63	0	0	A_07_P044689	Z3024	3223.76	4443.67	6.29E+01	1.24E+01	122.5	48	1.71E+01	0	0	0	0	0	0	62.9703	1	1	42.685	52.4368
DATA	64	1	64	0	0	A_07_P016020	b1868	3265.95	4444.1	4.01E+02	4.15E+01	461	49	1.67E+01	0	0	0	0	0	0	398.938	1	1	46.9058	53.3488
DATA	65	1	65	66	-1	(-)3xSLv1	NegativeControl	3308.46	4443.93	1.07E+01	1.08E+01	55	48	1.64E+01	0	0	0	0	0	0	-6.3309	0	0	65	52.4487
DATA	66	1	66	0	0	A_07_P030537	c_3224	3349.82	4443.27	4.27E+01	1.16E+01	104	49	1.69E+01	0	0	0	0	0	0	42.0668	1	0	43.4829	52.717
DATA	67	1	67	0	0	A_07_P048583	Z2884	3393.31	4444.08	1.68E+02	2.00E+01	231	48	1.61E+01	0	0	0	0	0	0	165.102	1	1	46.6609	51.5742
DATA	68	1	68	0	0	A_07_P038247	c_1489	3435.22	4443.59	1.08E+01	1.09E+01	66.5	47	1.60E+01	0	0	0	0	0	0	5.38865	0	0	56.4415	51.4867
DATA	69	1	69	0	0	A_07_P047303	Z5689	3477.26	4443.7	5.36E+02	5.48E+01	570	50	1.76E+01	0	0	0	0	0	0	520.221	1	1	48.2308	53.4575
DATA	70	1	70	0	0	A_07_P048903	ABH-0244104	3519.93	4444	2.29E+01	1.13E+01	84.5	48	1.66E+01	0	0	0	0	0	0	22.0922	1	0	54.2679	51.853
DATA	71	1	71	66	-1	(-)3xSLv1	NegativeControl	3562.14	4444	1.10E+01	1.11E+01	54	50	1.66E+01	0	0	0	0	0	0	-6.16427	0	0	54.2679	52.9092
DATA	72	1	72	0	0	A_07_P033198	c_3599	3604.19	4443.54	1.32E+02	1.73E+01	185	50	1.75E+01	0	0	0	0	0	0	125.522	1	1	44.5245	53.4429
DATA	73	1	73	0	0	A_07_P038108	c_1453	3646.93	4444	4.71E+02	4.84E+01	488	48	1.69E+01	0	0	0	0	0	0	446.402	1	1	54.2679	52.1053
DATA	74	1	74	0	0	A_07_P006827	b1175	3689.11	4443.87	1.44E+03	1.44E+02	1358	48	1.63E+01	0	0	0	0	0	0	1354.66	1	1	48.3494	52.0049
DATA	75	1	75	0	0	A_07_P006282	b2862	3730.86	4444.5	1.29E+01	1.14E+01	73	49	1.65E+01	0	0	0	0	0	0	12.0671	1	0	43.3509	52.3322
DATA	76	1	76	0	0	A_07_P056833	ECs0833	3773.64	4444.24	4.40E+02	4.54E+01	446.5	49.5	1.76E+01	0	0	0	0	0	0	409.207	1	1	48.1118	53.1834
DATA	77	1	77	0	0	A_07_P048706	ABH-0244025	3816.18	4444.41	4.84E+01	1.25E+01	106.5	48	1.64E+01	0	0	0	0	0	0	44.7662	1	0	56.4415	51.3689
DATA	78	1	78	0	0	A_07_P039987	c_4518	3858.51	4443.78	1.55E+02	1.93E+01	201.5	47	1.56E+01	0	0	0	0	0	0	142.394	1	1	42.2804	50.423
DATA	79	1	79	0	0	A_07_P055732	ECs2909	3900.92	4444.44	1.46E+02	1.87E+01	196	48	1.57E+01	0	0	0	0	0	0	133.856	1	1	56.2381	51.3312
DATA	80	1	80	66	1	DarkCorner	DarkCorner	3943.12	4444.44	1.16E+01	1.17E+01	55	48	1.70E+01	0	0	0	0	0	0	-8.46089	0	0	56.4415	52.0218
DATA	81	1	81	260	1	GE_BrightCorner	GE_BrightCorner	3985.44	4444.66	9.51E+02	9.58E+01	910	47	1.59E+01	0	0	0	0	0	0	860.105	1	1	49.0553	50.7486
DATA	82	1	82	260	1	GE_BrightCorner	GE_BrightCorner	4027.63	4444.73	8.00E+02	8.09E+01	787	47	1.62E+01	0	0	0	0	0	0	719.853	1	1	49.5203	50.8105
DATA	83	2	1	260	1	GE_BrightCorner	GE_BrightCorner	620.567	4453.34	7.66E+02	7.73E+01	815	46	1.69E+01	0	0	0	0	0	0	776.849	1	1	48.9384	51.3581
DATA	84	2	2	66	1	DarkCorner	DarkCorner	662.598	4453.48	1.04E+01	1.05E+01	58	49	1.69E+01	0	0	0	0	0	0	-6.6268	0	0	56.6442	52.9762
DATA	85	2	3	66	-1	(-)3xSLv1	NegativeControl	705	4453.5	1.05E+01	1.06E+01	60	48	1.66E+01	0	0	0	0	0	0	-7.30948	0	0	56.2381	52.0018
DATA	86	2	4	0	0	A_07_P043216	Z4083	747.593	4452.53	2.44E+01	1.09E+01	94	51	1.76E+01	0	0	0	0	0	0	24.595	1	0	39.1858	54.2276
DATA	87	2	5	0	0	A_07_P046211	Z4865	789.753	4453.53	3.16E+02	3.34E+01	383	48	1.67E+01	0	0	0	0	0	0	317.775	1	1	47.3919	52.6496
DATA	88	2	6	66	-1	(-)3xSLv1	NegativeControl	830.901	4452.8	1.05E+01	1.06E+01	51	53	2.00E+01	0	0	0	0	0	0	-17.265	0	0	65	56.6645
DATA	89	2	7	66	-1	(-)3xSLv1	NegativeControl	874.402	4453.52	1.05E+01	1.06E+01	60	49	1.90E+01	0	0	0	0	0	0	-7.55892	0	0	56.6442	54.0103
DATA	90	2	8	0	0	A_07_P044075	Z2504	916.647	4453.56	4.33E+01	1.15E+01	111	49	1.63E+01	0	0	0	0	0	0	43.4138	1	0	56.4415	52.4311
DATA	91	2	9	66	-1	(-)3xSLv1	NegativeControl	958.948	4453.55	1.05E+01	1.06E+01	60	53	1.96E+01	0	0	0	0	0	0	-7.45888	0	0	56.2381	56.8483
DATA	92	2	10	0	0	A_07_P017971	b3389	1001.66	4453.62	4.81E+03	4.81E+02	4439	50	1.84E+01	0	1	0	0	0	0	4826.23	1	1	49.981	53.9264
DATA	93	2	11	66	-1	(-)3xSLv1	NegativeControl	1043.28	4452.95	1.05E+01	1.06E+01	74	49	1.75E+01	0	0	0	0	0	0	3.91336	0	0	37.543	52.8569
DATA	94	2	12	0	0	A_07_P008305	b0322	1085.72	4454.27	8.94E+02	9.00E+01	961	52	1.93E+01	0	0	0	0	0	0	897.857	1	1	46.5379	56.4847
DATA	95	2	13	0	0	A_07_P062796	ECs2582	1128.55	4454.11	1.60E+03	1.60E+02	1637	52	1.75E+01	0	0	0	0	0	0	1609.92	1	1	48.1118	53.7772
DATA	96	2	14	0	0	A_07_P047146	Z5490	1171.28	4453.96	2.74E+02	2.94E+01	329	50	1.66E+01	0	0	0	0	0	0	276.415	1	1	48.1118	52.9912
DATA	97	2	15	0	0	A_07_P017987	b3392	1213.28	4453.87	3.70E+02	3.85E+01	428	49	1.68E+01	0	0	0	0	0	0	373.706	1	1	47.3919	52.2228
DATA	98	2	16	0	0	A_07_P039063	c_4688	1255.73	4454.14	4.39E+01	1.14E+01	112.5	50	1.76E+01	0	0	0	0	0	0	44.3513	1	0	40.7625	53.8875
DATA	99	2	17	0	0	A_07_P032476	c_2879	1297.6	4454.02	1.54E+01	1.06E+01	80.5	50	1.84E+01	0	0	0	0	0	0	15.6024	1	0	54.6886	54.2031
DATA	100	2	18	0	0	A_07_P050293	Z1809	1340.09	4454.18	1.25E+03	1.25E+02	1319.5	53	1.78E+01	0	0	0	0	0	0	1266.41	1	1	47.9926	55.8869
DATA	101	2	19	0	0	A_07_P061654	ECs5249	1382.49	4453.79	4.14E+02	4.27E+01	491	48	1.81E+01	0	0	0	0	0	0	421.386	1	1	47.1495	52.6591
DATA	102	2	20	0	0	A_07_P018342	b1656	1424.77	4454.53	3.49E+03	3.50E+02	3454	49	1.87E+01	0	0	0	0	0	0	3561.23	1	1	48.4678	54.0972
DATA	103	2	21	0	0	A_07_P047033	Z5416	1467.56	4453.52	1.10E+02	1.52E+01	182	51	1.76E+01	0	0	0	0	0	0	112.354	1	1	42.819	54.2461
DATA	104	2	22	66	-1	(-)3xSLv1	NegativeControl	1509.25	4454.41	1.03E+01	1.04E+01	77	51	1.83E+01	0	0	0	0	0	0	4.05398	0	0	56.6442	54.4533
DATA	105	2	23	1028	1	(+)E1A_r60_n11	E1A_r60_n11	1551.42	4454.52	3.36E+02	3.52E+01	389	52	1.70E+01	0	0	0	1	0	0	344.691	1	1	48.8211	54.5725
DATA	106	2	24	0	0	A_07_P048568	Z2413	1593.92	4454.44	4.70E+01	1.14E+01	118	54	1.83E+01	0	0	0	0	0	0	48.3369	1	0	56.2381	56.1716
DATA	107	2	25	66	-1	(-)3xSLv1	NegativeControl	1636.25	4454.43	7.22E+01	1.26E+01	134	52	1.81E+01	0	0	0	1	0	0	74.4607	1	1	56.6442	55.0576
DATA	108	2	26	0	0	A_07_P040521	c_1246	1678.44	4454.64	2.23E+02	2.46E+01	299	52	1.69E+01	0	0	0	0	0	0	230.661	1	1	46.6609	54.1831
DATA	109	2	27	0	0	A_07_P042312	c_2003	1720.93	4454.48	9.81E+03	9.81E+02	9651	51	1.96E+01	0	0	0	0	0	0	10161.7	1	1	49.7512	56.2487
DATA	110	2	28	0	0	A_07_P036223	c_0318	1762.41	4454.94	3.06E+01	1.07E+01	101.5	49	1.73E+01	0	0	0	0	0	0	31.7664	1	0	37.9981	52.6744
DATA	111	2	29	0	0	A_07_P059587	ECs0226	1805.67	4454.84	2.46E+02	2.67E+01	323	51	1.85E+01	0	0	0	0	0	0	255.982	1	1	48.2308	54.5986
DATA	112	2	30	0	0	A_07_P008458	b3951	1846.64	4455.1	3.91E+01	1.09E+01	113	50	1.72E+01	0	0	0	0	0	0	40.7092	1	0	43.0858	53.2341
DATA	113	2	31	0	0	A_07_P044923	Z3144	1890.62	4454.51	8.63E+02	8.69E+01	923	49	1.77E+01	0	0	0	0	0	0	901.345	1	1	48.8211	53.2131
DATA	114	2	32	0	0	A_07_P040862	c_1406	1933.34	4455.4	6.72E+01	1.22E+01	142	50	1.66E+01	0	0	0	0	0	0	70.3066	1	1	37.9981	53.6093
DATA	115	2	33	0	0	A_07_P045656	Z4258	1975.46	4455.22	2.65E+02	2.84E+01	326	49	1.77E+01	0	0	0	0	0	0	277.545	1	1	47.0278	53.6333
DATA	116	2	34	0	0	A_07_P000772	b2197	2017.42	4454.57	1.24E+03	1.25E+02	1360	50	1.70E+01	0	0	0	0	0	0	1304.01	1	1	49.2883	53.617
DATA	117	2	35	0	0	A_07_P049530	Z5027	2059.53	4454.51	2.19E+01	1.04E+01	93.5	51	1.76E+01	0	0	0	0	0	0	22.9874	1	0	56.8461	53.991
DATA	118	2	36	66	-1	(-)3xSLv1	NegativeControl	2101.92	4454.56	1.00E+01	1.01E+01	73	50.5	1.66E+01	0	0	0	0	0	0	-5.09989	0	0	56.2381	53.262
DATA	119	2	37	0	0	A_07_P019861	b2596	2144.18	4454.59	2.75E+01	1.05E+01	104	52.5	1.72E+01	0	0	0	0	0	0	28.8934	1	0	56.4415	55.0979
DATA	120	2	38	66	-1	(-)3xSLv1	NegativeControl	2186.58	4454.58	1.00E+01	1.01E+01	60	52	1.73E+01	0	0	0	0	0	0	-14.8623	0	0	56.5429	54.4735
DATA	121	2	39	0	0	A_07_P012726	b3251	2228.91	4454.64	2.63E+04	2.63E+03	25823	49.5	1.69E+01	0	0	0	0	0	0	27759.6	1	1	56.2381	53.5655
DATA	122	2	40	0	0	A_07_P047440	Z5888	2271.69	4454.82	1.18E+02	1.55E+01	183	50	1.71E+01	0	0	0	0	0	0	124.539	1	1	43.6144	54.0368
DATA	123	2	41	0	0	A_07_P030781	c_0352	2313.5	4455	3.45E+04	3.45E+03	34594.5	51	1.75E+01	0	0	0	0	0	0	36416.9	1	1	54.5837	53.9068
DATA	124	2	42	0	0	A_07_P021086	b0395	2355.93	4455	1.37E+02	1.71E+01	205.5	50	1.69E+01	0	0	0	0	0	0	144.89	1	1	54.2679	53.4276
DATA	125	2	43	0	0	A_07_P035086	c_2001	2397.98	4455.06	3.53E+03	3.53E+02	3687.5	51	1.89E+01	0	0	0	0	0	0	3721.7	1	1	50.2097	55.5666
DATA	126	2	44	0	0	A_07_P039691	c_4409	2440.26	4454.51	5.89E+01	1.17E+01	132	51	1.79E+01	0	0	0	0	0	0	62.0201	1	1	43.0858	54.0528
DATA	127	2	45	66	-1	(-)3xSLv1	NegativeControl	2482.89	4455	1.00E+01	1.01E+01	60	52	1.77E+01	0	0	0	0	0	0	-12.4098	0	0	54.2679	54.7969
DATA	128	2	46	0	0	A_07_P032131	c_2621	2525.21	4455.17	1.81E+02	2.08E+01	257	49	1.71E+01	0	0	0	0	0	0	190.578	1	1	46.6609	52.8872
DATA	129	2	47	0	0	A_07_P038912	c_1755	2567.58	4455.31	1.67E+03	1.67E+02	1756.5	48	1.80E+01	0	0	0	0	0	0	1751.74	1	1	49.172	53.6216
DATA	130	2	48	66	-1	(-)3xSLv1	NegativeControl	2609.82	4455.41	5.41E+01	1.15E+01	118	52	1.88E+01	0	0	0	1	0	0	56.7386	1	1	56.4415	55.8818
DATA	131	2	49	66	-1	(-)3xSLv1	NegativeControl	2652.08	4455.44	1.01E+01	1.02E+01	55	54	1.78E+01	0	0	0	0	0	0	-16.3316	0	0	56.2381	56.4828
DATA	132	2	50	0	0	A_07_P017488	b4358	2694.5	4455.27	4.61E+02	4.72E+01	538	51.5	1.68E+01	0	0	0	0	0	0	481.155	1	1	48.8211	54.2972
DATA	133	2	51	0	0	A_07_P040180	c_4560	2736.81	4455.43	1.80E+02	2.07E+01	250.5	50	1.70E+01	0	0	0	0	0	0	187.672	1	1	56.4415	53.5504
DATA	134	2	52	0	0	A_07_P047944	Z2143	2778.96	4455.5	1.13E+03	1.13E+02	1227	50	1.72E+01	0	0	0	0	0	0	1169.84	1	1	48.8211	53.7244
DATA	135	2	53	0	0	A_07_P033816	c_1031	2821.52	4455.13	1.22E+02	1.60E+01	192	52	1.79E+01	0	0	0	0	0	0	126.528	1	1	47.6331	55.8925
DATA	136	2	54	0	1	RC7	RC7	2863.81	4455.45	1.02E+01	1.03E+01	55	51	1.80E+01	0	0	0	0	0	0	-9.33272	0	0	65	55.0698
DATA	137	2	55	0	0	A_07_P055816	ECs2943	2906	4455.5	1.13E+02	1.54E+01	180	52	1.97E+01	0	0	0	0	0	0	116.938	1	1	56.2381	56.0478
DATA	138	2	56	0	0	A_07_P045388	Z3361	2948.7	4455.67	6.13E+03	6.14E+02	6188	49	1.77E+01	0	0	0	0	0	0	6299.38	1	1	48.3494	53.217
DATA	139	2	57	66	-1	(-)3xSLv1	NegativeControl	2989.52	4455.28	1.03E+01	1.04E+01	54.5	48	1.76E+01	0	0	0	0	0	0	-9.97536	0	0	65	52.9154
DATA	140	2	58	0	0	A_07_P020863	b1646	3033.26	4455.61	2.91E+03	2.91E+02	2916	51	1.75E+01	0	0	0	0	0	0	2962.69	1	1	48.3494	54.0332
DATA	141	2	59	0	0	A_07_P048002	Z2168	3075.46	4455.69	4.49E+02	4.62E+01	507	50	1.76E+01	0	0	0	0	0	0	456.278	1	1	48.8211	53.8631
DATA	142	2	60	0	0	A_07_P046472	Z0969	3117.63	4455.61	6.88E+02	6.96E+01	758	47	1.69E+01	0	0	0	0	0	0	695.381	1	1	48.8211	51.9601
DATA	143	2	61	0	0	A_07_P014000	b2342	3160.24	4455.68	2.98E+02	3.17E+01	356	49	1.66E+01	0	0	0	0	0	0	300.285	1	1	47.1495	53.3086
