"subject"	"query.name"	"logFC.x"	"logFC.y"	"t"	"P.Value"	"adj.P.Val"	"B"
"3433"	"ECs2383"	"A_07_P041151"	0.00164038020438536	-0.111516261	-1.803447887	0.11302001	0.164751761	-6.941598884
"3434"	"ECs2383"	"A_07_P018431"	0.0564778928019671	-0.111516261	-1.803447887	0.11302001	0.164751761	-6.941598884
"3435"	"ECs2384"	"A_07_P018436"	-0.320022164077754	-0.142524515	-0.678391094	0.518674409	0.599779019	-8.30505255
"3436"	"ECs2385"	"A_07_P018441"	-1.52360299126454	-0.802998587	-8.886114842	3.85e-05	0.000165975	1.951460977
"3437"	"ECs2386"	"A_07_P018450"	-1.26603114413921	-1.208492343	-10.75953506	1.06e-05	5.79e-05	3.625925824
"3438"	"ECs2387"	"A_07_P018452"	-1.71384096279196	-1.314020967	-12.7444768	3.29e-06	2.3e-05	4.787479138
"3439"	"ECs2388"	"A_07_P018458"	-1.6878483454096	-1.771897511	-20.02744521	1.37e-07	2.24e-06	8.288586909
"3440"	"ECs2389"	"A_07_P018465"	-1.80124729984684	-1.963222018	-16.64672228	5.06e-07	5.74e-06	6.943112068
"3441"	"ECs2390"	"A_07_P018468"	-1.92180837856509	-2.223029999	-15.45577931	8.54e-07	8.34e-06	6.290268151
"3442"	"ECs2391"	"A_07_P018472"	-2.57839503158022	-2.471269115	-6.772745309	0.000226345	0.000737171	0.510821268
"3443"	"ECs2391"	"A_07_P018472"	-2.60713512953529	-2.471269115	-6.772745309	0.000226345	0.000737171	0.510821268
"3444"	"ECs2391"	"A_07_P018472"	-2.58030858449845	-2.471269115	-6.772745309	0.000226345	0.000737171	0.510821268
"3445"	"ECs2391"	"A_07_P018472"	-2.74148790601572	-2.471269115	-6.772745309	0.000226345	0.000737171	0.510821268
"3446"	"ECs2391"	"A_07_P018472"	-2.74215853218	-2.471269115	-6.772745309	0.000226345	0.000737171	0.510821268
"3447"	"ECs2392"	"A_07_P018476"	-0.790652206511232	-0.999328617	-9.208616249	3.03e-05	0.000134337	2.208176483
"3448"	"ECs2393"	"A_07_P018484"	-0.270700026406555	-0.926273046	-6.41861747	0.000317451	0.000977392	-0.218282403
"3449"	"ECs2394"	"A_07_P018489"	-0.582524380932717	-0.816467423	-12.42149166	3.93e-06	2.67e-05	4.379712757
"3450"	"ECs2395"	"A_07_P018491"	0.493307658992994	0.24777361	3.218066789	0.014091901	0.026974515	-4.609964211
"3451"	"ECs2395"	"A_07_P018491"	0.467706073018123	0.24777361	3.218066789	0.014091901	0.026974515	-4.609964211
"3452"	"ECs2395"	"A_07_P018491"	0.46687534557741	0.24777361	3.218066789	0.014091901	0.026974515	-4.609964211
"3453"	"ECs2395"	"A_07_P018491"	0.571861288207242	0.24777361	3.218066789	0.014091901	0.026974515	-4.609964211
"3454"	"ECs2395"	"A_07_P018491"	0.463988389480313	0.24777361	3.218066789	0.014091901	0.026974515	-4.609964211
"3455"	"ECs2396"	"A_07_P018497"	-0.282105103455213	-0.17225828	-0.422144696	0.68520962	0.746624513	-7.492022835
"3456"	"ECs2397"	"A_07_P035147"	0.239735323282131	0.018263476	0.045535388	0.964914834	0.974004353	-7.741302216
"3457"	"ECs2397"	"A_07_P018501"	-0.378820307090263	0.018263476	0.045535388	0.964914834	0.974004353	-7.741302216
"3458"	"ECs2398"	"A_07_P051757"	1.48720140174879	-0.342152908	-0.848279682	0.423517239	0.510062355	-7.279390838
"3459"	"ECs2398"	"A_07_P062792"	1.53561987002709	-0.342152908	-0.848279682	0.423517239	0.510062355	-7.279390838
"3460"	"ECs2399"	"A_07_P018515"	-0.0363931418229223	-0.563157271	-1.857718687	0.104288738	0.153870937	-6.00712926
"3461"	"ECs2400"	"A_07_P018517"	-1.35141919053663	-1.548579764	-15.63660351	7.87e-07	7.8e-06	6.397098079
"3462"	"ECs2401"	"A_07_P018523"	-0.885716739633847	-0.536791056	-1.604044874	0.151445357	0.211891674	-6.223665828
"3463"	"ECs2402"	"A_07_P018528"	0.131888594397689	-0.347940192	-2.214737591	0.061218002	0.097226498	-5.481628054
"3464"	"ECs2404"	"A_07_P018539"	-0.243469148320847	0.720770585	5.213602413	0.001120964	0.002938163	-1.208278194
"3465"	"ECs2404"	"A_07_P018539"	0.0412751730056643	0.720770585	5.213602413	0.001120964	0.002938163	-1.208278194
"3466"	"ECs2404"	"A_07_P018539"	0.145476696660096	0.720770585	5.213602413	0.001120964	0.002938163	-1.208278194
"3467"	"ECs2404"	"A_07_P018539"	0.0841030737845011	0.720770585	5.213602413	0.001120964	0.002938163	-1.208278194
"3468"	"ECs2404"	"A_07_P018539"	0.0729401902385836	0.720770585	5.213602413	0.001120964	0.002938163	-1.208278194
"3469"	"ECs2405"	"A_07_P018541"	-0.196188300784557	-0.462350937	-2.777881113	0.026552297	0.047235776	-4.624965589
"3470"	"ECs2406"	"A_07_P018550"	-0.150173281999477	-0.267962815	-2.088510633	0.073935422	0.114647047	-5.741703567
"3471"	"ECs2407"	"A_07_P018551"	1.05308291291384	0.285677796	0.754074061	0.474681238	0.560772366	-6.690601639
"3472"	"ECs2408"	"A_07_P018557"	0.273106460201361	0.270882782	2.415731369	0.045346695	0.074734525	-5.460550496
"3473"	"ECs2409"	"A_07_P018562"	-1.12265963700418	-1.555495545	-18.14857364	2.75e-07	3.6e-06	7.331268801
"3474"	"ECs2410"	"A_07_P018569"	-1.14615337400985	-1.180172012	-11.78869206	5.64e-06	3.52e-05	4.203691177
"3475"	"ECs2411"	"A_07_P018571"	-0.0903904319048194	-0.177446319	-1.829059097	0.108815509	0.159388034	-6.74596095
"3476"	"ECs2412"	"A_07_P018578"	-0.249308788642035	0.175329705	1.672484377	0.13705068	0.193735636	-6.739204013
"3477"	"ECs2413"	"A_07_P018581"	0.244531452420241	-0.062934821	-0.996654081	0.35116358	0.436756706	-7.869969542
"3478"	"ECs2414"	"A_07_P018587"	-0.110160242038544	-0.510885966	-4.927168124	0.001555635	0.003921079	-2.108588113
"3479"	"ECs2415"	"A_07_P018591"	-0.416452197965479	-0.619278764	-5.88677868	0.000541856	0.001563485	-0.840410709
"3480"	"ECs2416"	"A_07_P018600"	-0.665699182613047	-1.277773399	-12.71370248	3.34e-06	2.34e-05	4.736713456
"3481"	"ECs2417"	"A_07_P035160"	-0.519286713661819	-1.6740202	-19.42414581	1.7e-07	2.6e-06	8.025779886
"3482"	"ECs2417"	"A_07_P044422"	-1.21699654921992	-1.6740202	-19.42414581	1.7e-07	2.6e-06	8.025779886
"3483"	"ECs2417"	"A_07_P054897"	-1.21825392055344	-1.6740202	-19.42414581	1.7e-07	2.6e-06	8.025779886
"3484"	"ECs2417"	"A_07_P044422"	-1.2198536463622	-1.6740202	-19.42414581	1.7e-07	2.6e-06	8.025779886
"3485"	"ECs2417"	"A_07_P044422"	-1.25072742965888	-1.6740202	-19.42414581	1.7e-07	2.6e-06	8.025779886
"3486"	"ECs2417"	"A_07_P044422"	-1.22915426812609	-1.6740202	-19.42414581	1.7e-07	2.6e-06	8.025779886
"3487"	"ECs2417"	"A_07_P044422"	-1.11434200467617	-1.6740202	-19.42414581	1.7e-07	2.6e-06	8.025779886
"3488"	"ECs2418"	"A_07_P018607"	1.23471194356903	0.636003138	4.830055826	0.001742987	0.004343558	-2.219178601
"3489"	"ECs2419"	"A_07_P018614"	-0.747396596898707	-0.6604777	-6.250574689	0.00037454	0.001132739	-0.806367015
"3490"	"ECs2420"	"A_07_P018619"	0.239327070227393	0.353342141	4.605898061	0.002277915	0.005479227	-2.825895063
"3491"	"ECs2421"	"A_07_P018621"	1.00212083871054	0.90174862	10.56715929	1.19e-05	6.35e-05	3.116678375
"3492"	"ECs2423"	"A_07_P018627"	0.530139270389626	1.037908694	12.16879471	4.53e-06	2.95e-05	4.030535107
"3493"	"ECs2424"	"A_07_P018633"	0.798383917453546	1.010162167	13.26483853	2.49e-06	1.87e-05	4.714304226
"3494"	"ECs2425"	"A_07_P018636"	0.388766867013573	0.652798804	8.432348292	5.46e-05	0.000220928	1.210624336
"3495"	"ECs2426"	"A_07_P018641"	-0.298812491203693	-0.036535061	-0.5291607	0.612572236	0.685443749	-8.37226146
"3496"	"ECs2427"	"A_07_P042342"	-0.723077217125905	-1.063570202	-6.265575347	0.000369003	0.001118469	-0.183763191
"3497"	"ECs2427"	"A_07_P054903"	-1.33156569324257	-1.063570202	-6.265575347	0.000369003	0.001118469	-0.183763191
"3498"	"ECs2427"	"A_07_P035174"	-0.620081605219499	-1.063570202	-6.265575347	0.000369003	0.001118469	-0.183763191
"3499"	"ECs2427"	"A_07_P035170"	-0.799314061993595	-1.063570202	-6.265575347	0.000369003	0.001118469	-0.183763191
"3500"	"ECs2427"	"A_07_P044427"	-1.06095015640354	-1.063570202	-6.265575347	0.000369003	0.001118469	-0.183763191
"3501"	"ECs2428"	"A_07_P018658"	5.31156196807601	4.319424487	22.88574252	5.29e-08	1.18e-06	9.261634199
"3502"	"ECs2429"	"A_07_P018663"	-2.78383131774216	-2.598037673	-29.03930257	9.64e-09	4.25e-07	11.079551
"3503"	"ECs2429"	"A_07_P041160"	-2.75469455687057	-2.598037673	-29.03930257	9.64e-09	4.25e-07	11.079551
"3504"	"ECs2430"	"A_07_P018667"	-2.01410273042115	-2.367736013	-23.27519299	4.69e-08	1.09e-06	9.39348565
"3505"	"ECs2431"	"A_07_P054909"	-2.34181531789051	-1.778948142	-27.35434525	1.48e-08	5.42e-07	10.55579996
"3506"	"ECs2431"	"A_07_P018674"	-2.42785153039791	-1.778948142	-27.35434525	1.48e-08	5.42e-07	10.55579996
"3507"	"ECs2431"	"A_07_P044434"	-2.53994642549731	-1.778948142	-27.35434525	1.48e-08	5.42e-07	10.55579996
"3508"	"ECs2432"	"A_07_P018676"	0.0383118657083261	-0.095389142	-1.092330252	0.309799622	0.393550658	-7.605651103
"3509"	"ECs2433"	"A_07_P052541"	0.985260919411289	0.485642179	3.857275484	0.00587668	0.012457741	-3.407913365
"3510"	"ECs2433"	"A_07_P018685"	0.878108670787681	0.485642179	3.857275484	0.00587668	0.012457741	-3.407913365
"3511"	"ECs2434"	"A_07_P018690"	1.0885697398643	1.115797787	8.075334131	7.26e-05	0.00028345	1.513646841
"3512"	"ECs2435"	"A_07_P018691"	-4.27218253795266	-4.200449778	-23.23076294	4.75e-08	1.1e-06	9.293199307
"3513"	"ECs2435"	"A_07_P042351"	-4.0199129212633	-4.200449778	-23.23076294	4.75e-08	1.1e-06	9.293199307
"3514"	"ECs2436"	"A_07_P018698"	0.685313124324876	-2.947953474	-10.0317667	1.7e-05	8.43e-05	3.336840779
"3515"	"ECs2437"	"A_07_P018702"	0.587454611053322	0.721224086	5.947220896	0.000509049	0.00147662	-0.671580759
"3516"	"ECs2438"	"A_07_P018708"	-5.00464285753604	-3.93781614	-40.99346028	8.11e-10	1.15e-07	13.56272987
"3517"	"ECs2439"	"A_07_P018714"	0.479374928420286	-0.073945723	-0.738541407	0.483502742	0.568397904	-7.74934871
"3518"	"ECs2440"	"A_07_P041164"	0.705616146117492	0.275190101	2.273591714	0.056061964	0.090058387	-5.670014869
"3519"	"ECs2440"	"A_07_P018718"	0.64801302146718	0.275190101	2.273591714	0.056061964	0.090058387	-5.670014869
"3520"	"ECs2441"	"A_07_P018721"	-0.358860889549539	-0.37117943	-3.27963014	0.012921355	0.024978849	-4.126223007
"3521"	"ECs2442"	"A_07_P018730"	-0.11281140671354	-0.38667844	-2.432489532	0.044229	0.073223716	-5.21139252
"3522"	"ECs2443"	"A_07_P018731"	-0.0935206253565881	0.179756706	1.164893805	0.281111939	0.362329422	-7.211608871
"3523"	"ECs2444"	"A_07_P018739"	-0.571879986043202	-0.720170653	-6.864121647	0.000207877	0.000690201	0.271347803
"3524"	"ECs2445"	"A_07_P018744"	-3.9507370924919	-4.073206397	-40.4281566	8.96e-10	1.17e-07	13.46597769
"3525"	"ECs2446"	"A_07_P018749"	-1.04664139536157	-1.840525982	-13.68410211	2e-06	1.56e-05	5.347897384
"3526"	"ECs2447"	"A_07_P018755"	0.595834253777655	0.475952852	5.361580993	0.000950568	0.002540271	-1.482040597
"3527"	"ECs2448"	"A_07_P018757"	0.0670379776529882	0.377493874	2.744779706	0.027871445	0.049210718	-4.90136088
"3528"	"ECs2448"	"A_07_P041169"	-0.290682698273459	0.377493874	2.744779706	0.027871445	0.049210718	-4.90136088
"3529"	"ECs2449"	"A_07_P018763"	-2.71442749283056	-2.840172755	-21.29371589	8.84e-08	1.63e-06	8.720312151
"3530"	"ECs2449"	"A_07_P018763"	-2.67107161594471	-2.840172755	-21.29371589	8.84e-08	1.63e-06	8.720312151
"3531"	"ECs2449"	"A_07_P035188"	0.035634927620051	-2.840172755	-21.29371589	8.84e-08	1.63e-06	8.720312151
"3532"	"ECs2449"	"A_07_P018763"	-2.61643601396638	-2.840172755	-21.29371589	8.84e-08	1.63e-06	8.720312151
"3533"	"ECs2449"	"A_07_P018763"	-2.68843500071683	-2.840172755	-21.29371589	8.84e-08	1.63e-06	8.720312151
"3534"	"ECs2449"	"A_07_P018763"	-2.60628289610284	-2.840172755	-21.29371589	8.84e-08	1.63e-06	8.720312151
"3535"	"ECs2450"	"A_07_P018767"	0.351065941956624	0.340733847	1.948464975	0.091124811	0.137530265	-6.040281915
"3536"	"ECs2451"	"A_07_P018771"	0.488214542773476	0.09101393	0.735118252	0.48546138	0.569934789	-7.624236404
"3537"	"ECs2451"	"A_07_P035191"	0.611832113190986	0.09101393	0.735118252	0.48546138	0.569934789	-7.624236404
"3538"	"ECs2452"	"A_07_P042367"	-0.0775775961101292	0.107187142	0.556423079	0.594744029	0.669607771	-7.5381656
"3539"	"ECs2453"	"A_07_P018783"	0.184314467593156	-0.516540474	-3.286261716	0.012801598	0.024791189	-4.009042044
"3540"	"ECs2454"	"A_07_P018786"	-0.998586814815849	-1.374112875	-5.768480087	0.000613108	0.001738783	-0.928991005
"3541"	"ECs2455"	"A_07_P035207"	-0.133121587729009	-0.147305787	-1.919966022	0.095074711	0.142585976	-6.487536412
"3542"	"ECs2455"	"A_07_P044436"	0.363336805922309	-0.147305787	-1.919966022	0.095074711	0.142585976	-6.487536412
"3543"	"ECs2455"	"A_07_P054911"	0.247382328564673	-0.147305787	-1.919966022	0.095074711	0.142585976	-6.487536412
"3544"	"ECs2456"	"A_07_P018800"	0.25791999810298	0.511285389	2.948410664	0.020719342	0.037997048	-4.341108218
"3545"	"ECs2457"	"A_07_P018802"	0.734009209978091	-0.181487548	-1.093042929	0.309506755	0.393270034	-6.952351283
"3546"	"ECs2457"	"A_07_P035213"	-0.401223493638103	-0.181487548	-1.093042929	0.309506755	0.393270034	-6.952351283
"3547"	"ECs2458"	"A_07_P018806"	-0.238260811830418	-0.400134086	-3.356290137	0.011606962	0.022775455	-3.998680815
"3548"	"ECs2459"	"A_07_P018811"	-0.170449755212343	-0.256464793	-1.086432062	0.312231976	0.395812514	-7.260426169
"3549"	"ECs2460"	"A_07_P018816"	-0.408580964991749	-0.850556674	-7.743846354	9.56e-05	0.000359143	1.075087971
"3550"	"ECs2460"	"A_07_P042371"	-0.56679089020482	-0.850556674	-7.743846354	9.56e-05	0.000359143	1.075087971
"3551"	"ECs2461"	"A_07_P018825"	-0.519457938642029	-0.71643799	-4.985588582	0.00145371	0.003698569	-1.924375551
"3552"	"ECs2462"	"A_07_P018828"	-0.234715532753374	-0.483708886	-4.670258353	0.00210784	0.005121986	-2.312561058
"3553"	"ECs2462"	"A_07_P035219"	-0.242709551353354	-0.483708886	-4.670258353	0.00210784	0.005121986	-2.312561058
"3554"	"ECs2463"	"A_07_P041171"	-0.467494208880686	-0.146925899	-1.585933309	0.155483031	0.216763971	-6.884473642
"3555"	"ECs2463"	"A_07_P018832"	-0.852826398808852	-0.146925899	-1.585933309	0.155483031	0.216763971	-6.884473642
"3556"	"ECs2464"	"A_07_P035221"	0.353866391370746	0.232981364	2.327633415	0.051714102	0.083788191	-5.720328575
"3557"	"ECs2464"	"A_07_P044445"	0.360633186332071	0.232981364	2.327633415	0.051714102	0.083788191	-5.720328575
"3558"	"ECs2464"	"A_07_P054920"	0.293944965980908	0.232981364	2.327633415	0.051714102	0.083788191	-5.720328575
"3559"	"ECs2464"	"A_07_P018839"	0.40166676985363	0.232981364	2.327633415	0.051714102	0.083788191	-5.720328575
"3560"	"ECs2465"	"A_07_P018845"	0.639268236567303	0.403731475	3.675160759	0.007494668	0.015467659	-3.588254382
"3561"	"ECs2466"	"A_07_P018848"	-0.512618937036339	-0.295741474	-1.696107227	0.132386599	0.18772516	-6.312882697
"3562"	"ECs2467"	"A_07_P063226"	-1.76102407384147	-1.795976113	-19.9054985	1.43e-07	2.31e-06	8.046956259
"3563"	"ECs2467"	"A_07_P018851"	-1.88850241077382	-1.795976113	-19.9054985	1.43e-07	2.31e-06	8.046956259
"3564"	"ECs2467"	"A_07_P052546"	-1.71975143629196	-1.795976113	-19.9054985	1.43e-07	2.31e-06	8.046956259
"3565"	"ECs2468"	"A_07_P018856"	0.560695724278223	-0.402870996	-3.515846108	0.009308463	0.018736924	-3.856416975
"3566"	"ECs2469"	"A_07_P018861"	0.258566880896938	-0.007419264	-0.083169441	0.935976482	0.953778012	-8.269768771
"3567"	"ECs2470"	"A_07_P018866"	-0.110211744769591	-0.330793942	-3.510975636	0.009370882	0.018841748	-4.197530659
"3568"	"ECs2471"	"A_07_P035242"	-0.587549999333466	-0.61053806	-4.284901609	0.003385105	0.007714596	-2.985381901
"3569"	"ECs2471"	"A_07_P044447"	-0.479997210836976	-0.61053806	-4.284901609	0.003385105	0.007714596	-2.985381901
"3570"	"ECs2471"	"A_07_P054922"	-0.485370105892386	-0.61053806	-4.284901609	0.003385105	0.007714596	-2.985381901
"3571"	"ECs2471"	"A_07_P035242"	-0.528688744674537	-0.61053806	-4.284901609	0.003385105	0.007714596	-2.985381901
"3572"	"ECs2471"	"A_07_P018872"	-0.496745744821652	-0.61053806	-4.284901609	0.003385105	0.007714596	-2.985381901
"3573"	"ECs2471"	"A_07_P035242"	-0.600350279546511	-0.61053806	-4.284901609	0.003385105	0.007714596	-2.985381901
"3574"	"ECs2471"	"A_07_P035242"	-0.460962773001962	-0.61053806	-4.284901609	0.003385105	0.007714596	-2.985381901
"3575"	"ECs2471"	"A_07_P035242"	-0.641323556487003	-0.61053806	-4.284901609	0.003385105	0.007714596	-2.985381901
"3576"	"ECs2472"	"A_07_P042386"	0.938545398835941	0.639541919	10.07820319	1.65e-05	8.22e-05	2.781478718
"3577"	"ECs2472"	"A_07_P063231"	0.736802562647072	0.639541919	10.07820319	1.65e-05	8.22e-05	2.781478718
"3578"	"ECs2472"	"A_07_P018877"	0.79870355803805	0.639541919	10.07820319	1.65e-05	8.22e-05	2.781478718
"3579"	"ECs2472"	"A_07_P052551"	0.858486135144394	0.639541919	10.07820319	1.65e-05	8.22e-05	2.781478718
"3580"	"ECs2473"	"A_07_P054929"	0.427538051427437	0.726676994	6.966754126	0.00018912	0.000639567	0.447504731
"3581"	"ECs2473"	"A_07_P044454"	0.511926388692627	0.726676994	6.966754126	0.00018912	0.000639567	0.447504731
"3582"	"ECs2473"	"A_07_P044454"	0.427961459717951	0.726676994	6.966754126	0.00018912	0.000639567	0.447504731
"3583"	"ECs2473"	"A_07_P044454"	0.745448484900159	0.726676994	6.966754126	0.00018912	0.000639567	0.447504731
"3584"	"ECs2473"	"A_07_P044454"	0.170402892755789	0.726676994	6.966754126	0.00018912	0.000639567	0.447504731
"3585"	"ECs2473"	"A_07_P044454"	0.789014338380441	0.726676994	6.966754126	0.00018912	0.000639567	0.447504731
"3586"	"ECs2474"	"A_07_P052559"	0.413715078868286	0.122610653	1.524925755	0.169823711	0.234069755	-7.069784608
"3587"	"ECs2474"	"A_07_P063239"	0.421149758989938	0.122610653	1.524925755	0.169823711	0.234069755	-7.069784608
"3588"	"ECs2474"	"A_07_P035251"	0.68865305553402	0.122610653	1.524925755	0.169823711	0.234069755	-7.069784608
"3589"	"ECs2474"	"A_07_P018885"	0.727617518474485	0.122610653	1.524925755	0.169823711	0.234069755	-7.069784608
"3590"	"ECs2475"	"A_07_P041181"	0.184762363146143	-0.067839645	-0.821935966	0.437417728	0.522968253	-7.777807233
"3591"	"ECs2475"	"A_07_P018890"	0.0599694468345837	-0.067839645	-0.821935966	0.437417728	0.522968253	-7.777807233
"3592"	"ECs2476"	"A_07_P018893"	0.133284617454763	0.335463629	2.969224704	0.02010575	0.036946174	-4.458000906
"3593"	"ECs2476"	"A_07_P041186"	-0.0399817359020836	0.335463629	2.969224704	0.02010575	0.036946174	-4.458000906
"3594"	"ECs2479"	"A_07_P018898"	0.436363028433096	0.113055034	1.192669424	0.270726191	0.351096022	-7.3083516
"3595"	"ECs2480"	"A_07_P018903"	0.0876051494220736	-0.403809914	-2.586254933	0.035202955	0.060026255	-5.158485456
"3596"	"ECs2481"	"A_07_P054944"	-1.21898463926681	-1.198819092	-6.765337295	0.00022792	0.000740098	0.55278812
"3597"	"ECs2481"	"A_07_P054944"	-1.11495978939373	-1.198819092	-6.765337295	0.00022792	0.000740098	0.55278812
"3598"	"ECs2481"	"A_07_P054944"	-0.924286806785962	-1.198819092	-6.765337295	0.00022792	0.000740098	0.55278812
"3599"	"ECs2481"	"A_07_P044469"	-1.02398760740568	-1.198819092	-6.765337295	0.00022792	0.000740098	0.55278812
"3600"	"ECs2481"	"A_07_P054944"	-1.11055605695799	-1.198819092	-6.765337295	0.00022792	0.000740098	0.55278812
"3601"	"ECs2481"	"A_07_P054944"	-1.17072521826398	-1.198819092	-6.765337295	0.00022792	0.000740098	0.55278812
"3602"	"ECs2481"	"A_07_P018910"	-1.12723016329515	-1.198819092	-6.765337295	0.00022792	0.000740098	0.55278812
"3603"	"ECs2482"	"A_07_P018915"	-1.47187665581727	-1.790918079	-9.976381191	1.77e-05	8.62e-05	3.40482793
"3604"	"ECs2483"	"A_07_P018919"	-1.7647278117991	-2.105819134	-10.73660022	1.07e-05	5.85e-05	3.981442552
"3605"	"ECs2484"	"A_07_P015568"	-2.02445082225976	-1.760735314	-13.35840692	2.37e-06	1.8e-05	5.476277621
"3606"	"ECs2485"	"A_07_P015572"	-2.39515704988916	-1.810767578	-10.30671443	1.42e-05	7.25e-05	3.484074642
"3607"	"ECs2486"	"A_07_P015578"	-1.24102071575185	-1.52766156	-6.464369019	0.000303642	0.000942844	-0.160440898
"3608"	"ECs2487"	"A_07_P015584"	-1.05561826990591	-1.432840325	-8.051758796	7.4e-05	0.000287296	1.319512542
"3609"	"ECs2488"	"A_07_P015590"	-1.65159631507098	-1.121289687	-14.94334537	1.08e-06	9.68e-06	5.622391436
"3610"	"ECs2489"	"A_07_P035263"	-1.38431339461836	-1.203555383	-9.586002416	2.31e-05	0.000107663	2.514207123
"3611"	"ECs2489"	"A_07_P035263"	-1.38414776518702	-1.203555383	-9.586002416	2.31e-05	0.000107663	2.514207123
"3612"	"ECs2489"	"A_07_P044473"	-1.59425720681779	-1.203555383	-9.586002416	2.31e-05	0.000107663	2.514207123
"3613"	"ECs2489"	"A_07_P035263"	-1.38065592849433	-1.203555383	-9.586002416	2.31e-05	0.000107663	2.514207123
"3614"	"ECs2489"	"A_07_P035263"	-1.46432001977388	-1.203555383	-9.586002416	2.31e-05	0.000107663	2.514207123
"3615"	"ECs2489"	"A_07_P015593"	-1.3038275771405	-1.203555383	-9.586002416	2.31e-05	0.000107663	2.514207123
"3616"	"ECs2489"	"A_07_P035263"	-1.4788236786031	-1.203555383	-9.586002416	2.31e-05	0.000107663	2.514207123
"3617"	"ECs2489"	"A_07_P054948"	-1.79012070160129	-1.203555383	-9.586002416	2.31e-05	0.000107663	2.514207123
"3618"	"ECs2490"	"A_07_P015598"	0.328381320255823	0.24616114	3.385258655	0.011148171	0.021986559	-4.422207027
"3619"	"ECs2490"	"A_07_P041192"	0.293296407069186	0.24616114	3.385258655	0.011148171	0.021986559	-4.422207027
"3620"	"ECs2491"	"A_07_P015602"	0.458878220318488	0.03927757	0.461335645	0.658138518	0.723616774	-8.303763249
"3621"	"ECs2492"	"A_07_P015610"	-4.17287616791318	-3.817621142	-27.83648872	1.3e-08	5.02e-07	10.72505404
"3622"	"ECs2493"	"A_07_P015614"	-3.43478833668835	-3.873483956	-39.19676071	1.12e-09	1.29e-07	13.21704434
"3623"	"ECs2494"	"A_07_P015616"	0.49797901681294	0.196887669	0.881338493	0.406523299	0.49282383	-7.094846039
"3624"	"ECs2495"	"A_07_P044476"	1.83368072516823	1.954921733	21.88037336	7.28e-08	1.47e-06	8.833309113
"3625"	"ECs2495"	"A_07_P044476"	1.81106204761888	1.954921733	21.88037336	7.28e-08	1.47e-06	8.833309113
"3626"	"ECs2495"	"A_07_P054951"	1.68240584927411	1.954921733	21.88037336	7.28e-08	1.47e-06	8.833309113
"3627"	"ECs2495"	"A_07_P044476"	1.8079791631511	1.954921733	21.88037336	7.28e-08	1.47e-06	8.833309113
"3628"	"ECs2495"	"A_07_P015623"	2.06399771124232	1.954921733	21.88037336	7.28e-08	1.47e-06	8.833309113
"3629"	"ECs2495"	"A_07_P044476"	1.91597777335581	1.954921733	21.88037336	7.28e-08	1.47e-06	8.833309113
"3630"	"ECs2495"	"A_07_P044476"	1.84155842045226	1.954921733	21.88037336	7.28e-08	1.47e-06	8.833309113
"3631"	"ECs2496"	"A_07_P015627"	0.751229903862737	0.666401731	6.993397609	0.000184566	0.000627272	0.20491785
"3632"	"ECs2497"	"A_07_P054957"	0.306772484481474	0.814839959	7.532225199	0.000114433	0.000419155	1.07740131
"3633"	"ECs2497"	"A_07_P054957"	0.141974310889849	0.814839959	7.532225199	0.000114433	0.000419155	1.07740131
"3634"	"ECs2497"	"A_07_P044482"	-0.18104605977975	0.814839959	7.532225199	0.000114433	0.000419155	1.07740131
"3635"	"ECs2497"	"A_07_P035268"	0.0713157063989359	0.814839959	7.532225199	0.000114433	0.000419155	1.07740131
"3636"	"ECs2497"	"A_07_P054957"	-0.200525564924442	0.814839959	7.532225199	0.000114433	0.000419155	1.07740131
"3637"	"ECs2497"	"A_07_P054957"	0.420050386745821	0.814839959	7.532225199	0.000114433	0.000419155	1.07740131
"3638"	"ECs2497"	"A_07_P054957"	0.0669615847533412	0.814839959	7.532225199	0.000114433	0.000419155	1.07740131
"3639"	"ECs2497"	"A_07_P015631"	0.172622995949178	0.814839959	7.532225199	0.000114433	0.000419155	1.07740131
"3640"	"ECs2498"	"A_07_P015638"	1.49882133507351	1.164675061	12.06638209	4.8e-06	3.1e-05	4.456721915
"3641"	"ECs2499"	"A_07_P015644"	0.156097287846764	0.076057369	0.597800555	0.568247328	0.64630003	-7.743526926
"3642"	"ECs2500"	"A_07_P054961"	0.608793656952083	0.800553376	9.354025463	2.73e-05	0.000122827	2.476532184
"3643"	"ECs2500"	"A_07_P015646"	0.320124753174304	0.800553376	9.354025463	2.73e-05	0.000122827	2.476532184
"3644"	"ECs2500"	"A_07_P044486"	0.671566437078837	0.800553376	9.354025463	2.73e-05	0.000122827	2.476532184
"3645"	"ECs2501"	"A_07_P015655"	0.487369157445531	0.355071959	3.118477943	0.016230975	0.030586993	-4.497144489
"3646"	"ECs2502"	"A_07_P015660"	0.666031156005783	0.636126245	4.914984399	0.001577872	0.003970107	-1.96422759
"3647"	"ECs2503"	"A_07_P044493"	0.741099980217995	0.629539656	8.824869066	4.03e-05	0.000172192	1.831495407
"3648"	"ECs2503"	"A_07_P054968"	1.00670881289152	0.629539656	8.824869066	4.03e-05	0.000172192	1.831495407
"3649"	"ECs2504"	"A_07_P015668"	-1.2010274667794	-1.678119684	-15.53454607	8.24e-07	8.11e-06	6.26777136
"3650"	"ECs2505"	"A_07_P015671"	1.22442532823156	0.868695716	8.240555877	6.35e-05	0.000252915	1.612405341
